State,City,Population,ViolentCrime,VCRate,Relativity,CityRisk
ALABAMA,Tuscaloosa,97547.85714,486.5714286,0.004988028,0.724077448,Low
ALABAMA,Vestavia Hills,34255.71429,23.14285714,0.000675591,0.098070886,Low
ALASKA,Anchorage,297018.875,3142,0.010578452,1.198721838,High
ALASKA,Fairbanks,32325.375,202.625,0.006268295,0.710306423,Low
ALASKA,Juneau,32501.125,232.625,0.007157445,0.811062417,Default
ARIZONA,Apache Junction,39390.42857,97.14285714,0.002466154,0.53933982,Low
ARIZONA,Avondale,82810.66667,256.5,0.003097427,0.677397217,Low
ARIZONA,Buckeye,63588.375,57.375,0.000902288,0.197327354,Low
ARIZONA,Bullhead City,39857.625,101.2857143,0.002541188,0.555749522,Low
ARIZONA,Camp Verde,11154,34.75,0.003115474,0.681344082,Low
ARIZONA,Casa Grande,52736.42857,261.1428571,0.004951849,1.082953367,Default
ARIZONA,Chandler,254228.375,570.375,0.002243554,0.490657882,Low
ARIZONA,Chino Valley,11335.66667,59.33333333,0.005234216,1.144706109,Default
ARIZONA,Coolidge,12387,53.5,0.004319044,0.9445609,Default
ARIZONA,Cottonwood,11796,44.33333333,0.003758336,0.821935885,Default
ARIZONA,Douglas,16592.5,70,0.004218774,0.922632042,Default
ARIZONA,El Mirage,34339.875,78.625,0.002289612,0.500730757,Low
ARIZONA,Eloy,17520.14286,80.42857143,0.004590634,1.003956813,Default
ARIZONA,Flagstaff,70623.625,290.5,0.004113354,0.899577223,Default
ARIZONA,Florence,26699.5,29.75,0.001114253,0.243683521,Low
ARIZONA,Gilbert,240165.125,208.75,0.000869194,0.190089821,Low
ARIZONA,Glendale,243334,1063.428571,0.004370242,0.955757795,Default
ARIZONA,Goodyear,77918.42857,176.4285714,0.002264273,0.495189072,Low
ARIZONA,Kingman,29085.5,102.625,0.00352839,0.771647504,Default
ARIZONA,Lake Havasu City,53786.25,95.25,0.001770899,0.387289781,Low
ARIZONA,Marana,42511.71429,35.71428571,0.000840105,0.183728136,Low
ARIZONA,Maricopa,47797,81.28571429,0.001700645,0.371925459,Low
ARIZONA,Mesa,479281.25,1948.75,0.004065984,0.889217515,Default
ARIZONA,Nogales,20339.125,42.375,0.002083423,0.45563782,Low
ARIZONA,Oro Valley,43866.33333,22.16666667,0.000505323,0.110512493,Low
ARIZONA,Paradise Valley,14055,9.428571429,0.000670834,0.146709205,Low
ARIZONA,Payson,15394.875,54.125,0.00351578,0.768889733,Low
ARIZONA,Peoria,167545.75,329.5,0.001966627,0.430094929,Low
ARIZONA,Phoenix,1581229.25,10510.5,0.006647044,1.453686833,High
ARIZONA,Prescott,41975.75,155.875,0.003713454,0.812120216,Default
ARIZONA,Prescott Valley,42392.5,85,0.002005072,0.438502644,Low
ARIZONA,Sahuarita,27941.75,22.75,0.000814194,0.178061537,Low
ARIZONA,San Luis,31572.625,36.75,0.001163983,0.254559302,Low
ARIZONA,Scottsdale,241568.1429,386,0.001597893,0.349453958,Low
ARIZONA,Sedona,10183,18,0.001767652,0.386579732,Low
ARIZONA,Show Low,10999.28571,59,0.005363985,1.173085989,High
ARIZONA,Sierra Vista,43799.16667,122.1666667,0.002789246,0.609999103,Low
ARIZONA,Somerton,15417,22.5,0.001459428,0.319172132,Low
ARIZONA,Surprise,130057.625,146.75,0.001128346,0.246765596,Low
ARIZONA,Tempe,178714,852,0.004767394,1.042613488,Default
ARIZONA,Tucson,534064,3848.142857,0.007205396,1.575796754,High
ARIZONA,Yuma,95427.42857,489.4285714,0.005128804,1.121652728,Default
ARKANSAS,Arkadelphia,10728.14286,47.14285714,0.004394317,0.613512871,Low
ARKANSAS,Batesville,10802.25,34,0.003147492,0.439437403,Low
ARKANSAS,Bella Vista,28190.375,50.25,0.001782523,0.24886713,Low
ARKANSAS,Benton,34685.875,149.5,0.004310112,0.601756603,Low
ARKANSAS,Bentonville,45650.71429,87.71428571,0.001921422,0.268259481,Low
ARKANSAS,Blytheville,14558.75,191.25,0.01313643,1.834043711,High
ARKANSAS,Bryant,20018.71429,28,0.001398691,0.195278386,Low
ARKANSAS,Cabot,25771.125,59.375,0.002303935,0.321664084,Low
ARKANSAS,Camden,11337.625,105.125,0.009272224,1.294542304,High
ARKANSAS,Centerton,12895,40.28571429,0.003124134,0.436176284,Low
ARKANSAS,Conway,65234.75,299.375,0.004589195,0.640720848,Low
ARKANSAS,El Dorado,18276.875,192.7142857,0.01054416,1.472123667,High
ARKANSAS,Fayetteville,82719.125,424.5,0.005131824,0.716480029,Low
ARKANSAS,Forrest City,14610.8,137.8,0.00943138,1.316762799,High
ARKANSAS,Fort Smith,88029.625,716.125,0.008135045,1.135775014,Default
ARKANSAS,Harrison,13168.125,75.25,0.005714557,0.797838318,Default
ARKANSAS,Helena-West Helena,11053.25,152.25,0.013774229,1.923090113,High
ARKANSAS,Hot Springs,36369,205.6666667,0.005654999,0.789523164,Default
ARKANSAS,Jacksonville,28654.625,250.25,0.00873332,1.219303116,High
ARKANSAS,Jonesboro,74088.375,391.125,0.005279168,0.737051499,Low
ARKANSAS,Little Rock,198262.75,2907,0.014662361,2.047086682,High
ARKANSAS,Magnolia,11530.5,38.25,0.003317289,0.463143556,Low
ARKANSAS,Malvern,11001.33333,28.33333333,0.002575445,0.359571013,Low
ARKANSAS,Marion,12320.5,99.125,0.008045534,1.123277847,Default
ARKANSAS,Maumelle,17975.5,28.875,0.001606353,0.224271114,Low
ARKANSAS,Mountain Home,12330.625,22.625,0.001834862,0.256174457,Low
ARKANSAS,North Little Rock,66350.875,493.875,0.007443383,1.039208559,Default
ARKANSAS,Paragould,27867.85714,163.2857143,0.005859285,0.818044524,Default
ARKANSAS,Pine Bluff,44158,656.1428571,0.01485898,2.074537726,High
ARKANSAS,Rogers,63738,265.25,0.004161568,0.581017599,Low
ARKANSAS,Russellville,29112.125,127.625,0.004383912,0.612060249,Low
ARKANSAS,Searcy,23873,199,0.008335777,1.16380014,Default
ARKANSAS,Sherwood,30596.25,156.125,0.00510275,0.712420778,Low
ARKANSAS,Siloam Springs,16358.625,60.125,0.003675431,0.513145612,Low
ARKANSAS,Springdale,75500.66667,358,0.00474168,0.662010026,Low
ARKANSAS,Texarkana,30174,240.375,0.007966295,1.112214975,Default
ARKANSAS,Van Buren,23273.25,102.75,0.00441494,0.616392183,Low
ARKANSAS,West Memphis,25113.57143,474,0.018874257,2.635130877,High
CALIFORNIA,Adelanto,32999.375,228.375,0.006920586,1.594256519,High
CALIFORNIA,Agoura Hills,20780.75,17.75,0.000854156,0.196767105,Low
CALIFORNIA,Alameda,78193.75,170.125,0.002175685,0.50120045,Low
CALIFORNIA,Albany,19681.75,33.875,0.001721138,0.396488822,Low
CALIFORNIA,Alhambra,85342.5,165,0.001933386,0.445383311,Low
CALIFORNIA,Aliso Viejo,50930.5,34.75,0.000682302,0.157178169,Low
CALIFORNIA,American Canyon,20392.125,57.125,0.002801326,0.645325883,Low
CALIFORNIA,Anaheim,350229.375,1194.375,0.003410265,0.785603647,Default
CALIFORNIA,Anderson,10267.375,74.25,0.007231644,1.665913277,High
CALIFORNIA,Antioch,110019.375,781.375,0.007102158,1.636084364,High
CALIFORNIA,Apple Valley,72378.5,245.375,0.003390164,0.780973126,Default
CALIFORNIA,Arcadia,58442.875,76.875,0.001315387,0.303018338,Low
CALIFORNIA,Arcata,17890.25,66.875,0.00373807,0.861118146,Default
CALIFORNIA,Arroyo Grande,18006.625,37,0.002054799,0.473352592,Low
CALIFORNIA,Artesia,16877.875,75.25,0.0044585,1.027079578,Default
CALIFORNIA,Arvin,20943.75,183.375,0.008755595,2.016977425,High
CALIFORNIA,Atascadero,29801.375,100.625,0.003376522,0.777830461,Default
CALIFORNIA,Atwater,29256.625,189.625,0.006481438,1.493092536,High
CALIFORNIA,Auburn,14021,53.125,0.003788959,0.872841344,Default
CALIFORNIA,Avenal,13407.375,46.125,0.003440271,0.792515889,Default
CALIFORNIA,Azusa,49239.125,182.875,0.003714018,0.855577526,Default
CALIFORNIA,Bakersfield,374059.875,1822.875,0.004873217,1.122615722,Default
CALIFORNIA,Baldwin Park,76787.375,264.125,0.003439693,0.792382808,Default
CALIFORNIA,Banning,31014,146.5,0.004723673,1.088166114,Default
CALIFORNIA,Barstow,23689.875,269.75,0.011386721,2.623095122,High
CALIFORNIA,Beaumont,44360.375,127.875,0.00288264,0.664057664,Low
CALIFORNIA,Bell,36041.5,210.5,0.005840489,1.345440816,High
CALIFORNIA,Bell Gardens,42963.25,126.125,0.002935648,0.676268889,Low
CALIFORNIA,Bellflower,77983.5,333.25,0.00427334,0.984425355,Default
CALIFORNIA,Belmont,27098,33.5,0.001236254,0.284788812,Low
CALIFORNIA,Benicia,28089.875,27.375,0.00097455,0.224501722,Low
CALIFORNIA,Berkeley,120147.375,560.25,0.004663023,1.074194524,Default
CALIFORNIA,Beverly Hills,34733.25,101.125,0.002911475,0.67070025,Low
CALIFORNIA,Blythe,19815.125,77.375,0.003904845,0.899537352,Default
CALIFORNIA,Brawley,26053.5,113.875,0.004370814,1.0068799,Default
CALIFORNIA,Brea,42144.25,79,0.001874514,0.431821357,Low
CALIFORNIA,Brentwood,59196.125,125.625,0.002122183,0.488875364,Low
CALIFORNIA,Buena Park,83189.75,240.625,0.002892484,0.666325269,Low
CALIFORNIA,Burbank,104976.375,200.5,0.001909954,0.439985294,Low
CALIFORNIA,Burlingame,30396.875,57.25,0.001883417,0.433872285,Low
CALIFORNIA,Calabasas,24187.25,21.625,0.000894066,0.205960994,Low
CALIFORNIA,Calexico,40058.625,112.375,0.002805264,0.646232837,Low
CALIFORNIA,California City,13694,85.75,0.006261867,1.442511091,High
CALIFORNIA,Camarillo,67488.5,85.75,0.001270587,0.292697969,Low
CALIFORNIA,Campbell,41312.875,97.875,0.002369116,0.545760012,Low
CALIFORNIA,Canyon Lake,11127.25,11.625,0.001044733,0.240669176,Low
CALIFORNIA,Capitola,10155,32.625,0.003212703,0.740092407,Low
CALIFORNIA,Carlsbad,113624.5,225.125,0.001981307,0.456422554,Low
CALIFORNIA,Carpinteria,13613.625,20.125,0.001478298,0.340547316,Low
CALIFORNIA,Carson,93076.25,443.875,0.004768939,1.09859385,Default
CALIFORNIA,Cathedral City,54058.875,150.375,0.002781689,0.640802198,Low
CALIFORNIA,Central Marin,34854,38.71428571,0.001110756,0.255878608,Low
CALIFORNIA,Ceres,47739.875,179.125,0.003752105,0.864351284,Default
CALIFORNIA,Cerritos,50336.75,113.25,0.002249847,0.518284707,Low
CALIFORNIA,Chico,90938.375,389,0.004277622,0.985411821,Default
CALIFORNIA,Chino,86228,247.25,0.002867398,0.66054642,Low
CALIFORNIA,Chino Hills,79035.75,69.875,0.000884094,0.203663685,Low
CALIFORNIA,Chowchilla,18372.25,73.375,0.003993795,0.920028167,Default
CALIFORNIA,Chula Vista,265112,717,0.002704517,0.6230245,Low
CALIFORNIA,Citrus Heights,87012,350.625,0.004029617,0.928280191,Default
CALIFORNIA,Claremont,36140.375,53.75,0.001487256,0.342610895,Low
CALIFORNIA,Clayton,11882.375,5,0.000420791,0.096935333,Low
CALIFORNIA,Clearlake,15105,128.75,0.008523668,1.963549544,High
CALIFORNIA,Clovis,105249.75,227.125,0.002157962,0.497117696,Low
CALIFORNIA,Coachella,44699.75,152.625,0.003414449,0.786567392,Default
CALIFORNIA,Coalinga,16023.375,114.125,0.007122407,1.640749005,High
CALIFORNIA,Colton,54413.875,191.125,0.003512431,0.809139121,Default
CALIFORNIA,Commerce,13010.875,108.375,0.00832957,1.918836459,High
CALIFORNIA,Compton,98039.375,1143.5,0.011663681,2.686896828,High
CALIFORNIA,Concord,128417.75,461,0.003589846,0.826972799,Default
CALIFORNIA,Corcoran,22649.625,86.125,0.003802491,0.875958588,Default
CALIFORNIA,Corona,164859.5,214.625,0.001301866,0.299903605,Low
CALIFORNIA,Coronado,23490.625,19.5,0.000830118,0.191229723,Low
CALIFORNIA,Costa Mesa,113355.875,329.875,0.002910083,0.6703795,Low
CALIFORNIA,Covina,48691.375,150.25,0.003085762,0.710849721,Low
CALIFORNIA,Cudahy,24172,93.75,0.003878454,0.893457804,Default
CALIFORNIA,Culver City,39542.25,178.875,0.004523642,1.042086152,Default
CALIFORNIA,Cupertino,60661,59.625,0.000982921,0.226430113,Low
CALIFORNIA,Cypress,49237.75,56.75,0.001152571,0.265511308,Low
CALIFORNIA,Daly City,106433.25,231.25,0.002172723,0.500518084,Low
CALIFORNIA,Dana Point,34157.5,64,0.001873673,0.431627645,Low
CALIFORNIA,Danville,44350.25,16.25,0.000366402,0.08440587,Low
CALIFORNIA,Davis,67753.5,100.375,0.001481473,0.341278696,Low
CALIFORNIA,Delano,52840.5,246.5,0.004664982,1.074645838,Default
CALIFORNIA,Desert Hot Springs,28469.375,262.75,0.009229216,2.126082669,High
CALIFORNIA,Diamond Bar,56772.75,59.625,0.00105024,0.24193785,Low
CALIFORNIA,Dinuba,23889.5,184.375,0.007717826,1.777912277,High
CALIFORNIA,Dixon,19599.875,50.5,0.002576547,0.593544701,Low
CALIFORNIA,Downey,113627.625,349.625,0.003076937,0.708816642,Low
CALIFORNIA,Duarte,21847.875,61.375,0.002809198,0.647139127,Low
CALIFORNIA,Dublin,57492,84.875,0.001476292,0.340085195,Low
CALIFORNIA,East Palo Alto,29582.5,189.5,0.006405814,1.475671524,High
CALIFORNIA,Eastvale,59640.25,59.375,0.000995553,0.229339849,Low
CALIFORNIA,El Cajon,103471.125,416.125,0.004021653,0.926445749,Default
CALIFORNIA,El Centro,44005,162.5,0.003692762,0.850680927,Default
CALIFORNIA,El Cerrito,25030.375,127.75,0.005103799,1.175733542,High
CALIFORNIA,El Monte,116294.875,379.125,0.003260032,0.750995272,Low
CALIFORNIA,El Segundo,16956.125,50.125,0.002956159,0.680993759,Low
CALIFORNIA,Elk Grove,167364.25,510.25,0.00304874,0.702321031,Low
CALIFORNIA,Emeryville,11459,149.5,0.013046514,3.005452226,Very High
CALIFORNIA,Encinitas,62714,114.75,0.001829735,0.421505793,Low
CALIFORNIA,Escondido,151204.625,558.375,0.003692843,0.850699634,Default
CALIFORNIA,Eureka,27051.125,194.125,0.007176226,1.653147076,High
CALIFORNIA,Exeter,10562.375,27.25,0.002579912,0.594319911,Low
CALIFORNIA,Fairfield,113197,501,0.004425912,1.01957262,Default
CALIFORNIA,Farmersville,10799,38.625,0.00357672,0.823948954,Default
CALIFORNIA,Fillmore,15566.75,38.625,0.00248125,0.571591678,Low
CALIFORNIA,Folsom,76401.875,80,0.001047095,0.241213342,Low
CALIFORNIA,Fontana,208371.875,765.125,0.003671921,0.845879789,Default
CALIFORNIA,Fortuna,12024.125,42.375,0.003524165,0.811842129,Default
CALIFORNIA,Foster City,33567.125,27,0.000804358,0.185295543,Low
CALIFORNIA,Fountain Valley,56772.625,73.25,0.001290235,0.297224092,Low
CALIFORNIA,Fremont,231820.5,369.125,0.001592288,0.366806462,Low
CALIFORNIA,Fresno,518842.2857,2812.285714,0.005420309,1.248646294,High
CALIFORNIA,Fullerton,140466,361.375,0.002572687,0.592655399,Low
CALIFORNIA,Galt,25430.75,75.25,0.002959016,0.681651966,Low
CALIFORNIA,Garden Grove,175235.5,495.375,0.00282691,0.651219429,Low
CALIFORNIA,Gardena,60224.375,311.25,0.005168173,1.190563089,High
CALIFORNIA,Gilroy,54574.5,197.25,0.003614325,0.832611878,Default
CALIFORNIA,Glendale,200281.75,216.125,0.001079105,0.248587327,Low
CALIFORNIA,Glendora,51786.5,90.125,0.001740318,0.400907401,Low
CALIFORNIA,Goleta,30853,43.125,0.001397757,0.32199347,Low
CALIFORNIA,Grand Terrace,12507,29.875,0.002388662,0.550262757,Low
CALIFORNIA,Grass Valley,12905.25,89.875,0.00696422,1.604308324,High
CALIFORNIA,Greenfield,17271.125,88.75,0.005138635,1.183758444,High
CALIFORNIA,Grover Beach,13569.5,34.5,0.002542467,0.585693771,Low
CALIFORNIA,Hanford,55641.75,288.625,0.005187202,1.194946664,High
CALIFORNIA,Hawaiian Gardens,14500.25,72.75,0.005017155,1.155773848,Default
CALIFORNIA,Hawthorne,87568,624.625,0.007133028,1.643195691,High
CALIFORNIA,Hayward,156982.875,597.25,0.003804555,0.876434037,Default
CALIFORNIA,Healdsburg,11765.5,18.5,0.001572394,0.362223561,Low
CALIFORNIA,Hemet,83935.75,466.75,0.005560801,1.281010551,High
CALIFORNIA,Hercules,25315.875,33.375,0.001318343,0.303699228,Low
CALIFORNIA,Hermosa Beach,19813.75,39.75,0.002006183,0.462153035,Low
CALIFORNIA,Hesperia,93819.75,369.125,0.003934406,0.906347089,Default
CALIFORNIA,Highland,55023.125,242.5,0.004407238,1.015270685,Default
CALIFORNIA,Hillsborough,11431.625,4.857142857,0.000424886,0.097878716,Low
CALIFORNIA,Hollister,37792.875,136.25,0.003605177,0.830504396,Default
CALIFORNIA,Huntington Beach,200561.25,390.5,0.001947036,0.4485278,Low
CALIFORNIA,Huntington Park,59057.75,413,0.006993155,1.610973922,High
CALIFORNIA,Imperial,17027.375,7,0.000411103,0.094703427,Low
CALIFORNIA,Imperial Beach,27361.25,104.375,0.003814701,0.878771391,Default
CALIFORNIA,Indio,86735.5,508.75,0.005865534,1.351210127,High
CALIFORNIA,Inglewood,111323.625,755.75,0.006788766,1.563889889,High
CALIFORNIA,Irvine,259753.75,144.5,0.000556296,0.128150816,Low
CALIFORNIA,Jurupa Valley,102251.375,298.375,0.002918054,0.672215668,Low
CALIFORNIA,Kerman,14661.875,40.5,0.002762266,0.636327755,Low
CALIFORNIA,King City,13763.875,49.125,0.003569126,0.822199483,Default
CALIFORNIA,Kingsburg,11857.625,30.375,0.002561643,0.5901113,Low
CALIFORNIA,La Canada Flintridge,20543,14.875,0.000724091,0.166804769,Low
CALIFORNIA,La Habra,62183.625,116.75,0.001877504,0.432510056,Low
CALIFORNIA,La Mesa,59627.5,187.5,0.003144522,0.724385964,Low
CALIFORNIA,La Mirada,49293,87.125,0.001767492,0.407167304,Low
CALIFORNIA,La Palma,15873.25,18.25,0.001149733,0.264857557,Low
CALIFORNIA,La Puente,40517,138.875,0.003427574,0.789590921,Default
CALIFORNIA,La Quinta,40578.25,81,0.001996143,0.459840333,Low
CALIFORNIA,La Verne,32184.14286,61.57142857,0.001913098,0.44070973,Low
CALIFORNIA,Lafayette,25878.125,13.375,0.000516846,0.119062868,Low
CALIFORNIA,Laguna Beach,23302.625,72.75,0.003121966,0.71918978,Low
CALIFORNIA,Laguna Hills,31344.375,41.875,0.001335965,0.307758858,Low
CALIFORNIA,Laguna Niguel,65753,58.625,0.000891594,0.205391582,Low
CALIFORNIA,Laguna Woods,16399.375,6.625,0.000403979,0.093062334,Low
CALIFORNIA,Lake Elsinore,62429.5,145.5,0.002330629,0.536893928,Low
CALIFORNIA,Lake Forest,82347,111,0.001347954,0.310520697,Low
CALIFORNIA,Lakewood,81297.875,238.625,0.002935194,0.676164091,Low
CALIFORNIA,Lancaster,160500.125,1057.625,0.006589559,1.517999711,High
CALIFORNIA,Lawndale,33266,163.5,0.004914928,1.132224451,Default
CALIFORNIA,Lemon Grove,26731.375,150,0.005611384,1.292662995,High
CALIFORNIA,Lemoore,25670.25,129,0.005025272,1.157643847,Default
CALIFORNIA,Lincoln,46700,28,0.000599572,0.13811998,Low
CALIFORNIA,Lindsay,13306.375,51.125,0.003842143,0.885093025,Default
CALIFORNIA,Livermore,88085.125,219.875,0.002496165,0.575027524,Low
CALIFORNIA,Livingston,13984.375,51.25,0.003664804,0.844240465,Default
CALIFORNIA,Lodi,64933,302.75,0.004662498,1.074073593,Default
CALIFORNIA,Loma Linda,24073.625,45.25,0.00187965,0.433004538,Low
CALIFORNIA,Lomita,20719.875,70.375,0.003396497,0.782432051,Default
CALIFORNIA,Lompoc,43648,219.5714286,0.005030504,1.158848958,Default
CALIFORNIA,Long Beach,471661.375,2715.125,0.005756513,1.326095715,High
CALIFORNIA,Los Angeles,3957960.5,24781,0.006261053,1.44232366,High
CALIFORNIA,Los Alamitos,11696.875,16,0.001367887,0.315112397,Low
CALIFORNIA,Los Altos,30538,12.375,0.000405233,0.093351215,Low
CALIFORNIA,Los Banos,38021.75,132.625,0.003488135,0.803542128,Default
CALIFORNIA,Los Gatos,30691.125,22,0.00071682,0.165129714,Low
CALIFORNIA,Lynwood,71506.625,449.875,0.006291375,1.449308819,High
CALIFORNIA,Madera,64428.875,439.375,0.006819535,1.570978169,High
CALIFORNIA,Malibu,12917.875,31.25,0.002419129,0.557281081,Low
CALIFORNIA,Manhattan Beach,35875.625,58.625,0.001634118,0.376442575,Low
CALIFORNIA,Manteca,76186.625,227.625,0.002987729,0.688266417,Low
CALIFORNIA,Marina,21408.5,50.375,0.002353037,0.542056024,Low
CALIFORNIA,Martinez,37941.125,63.5,0.001673646,0.385548375,Low
CALIFORNIA,Marysville,12309.375,95.625,0.007768469,1.789578697,High
CALIFORNIA,Maywood,27756.375,107.75,0.003881991,0.894272525,Default
CALIFORNIA,McFarland,13955.125,59.5,0.004263667,0.982196971,Default
CALIFORNIA,Mendota,11442.625,74.125,0.006477972,1.492294013,High
CALIFORNIA,Menifee,87653.375,122,0.001391846,0.320631763,Low
CALIFORNIA,Menlo Park,33785.625,45.75,0.001354126,0.311942463,Low
CALIFORNIA,Merced,82514.5,594.5,0.007204794,1.659728082,High
CALIFORNIA,Mill Valley,14379.125,10.625,0.000738918,0.17022049,Low
CALIFORNIA,Milpitas,75721.875,95.25,0.001257893,0.28977371,Low
CALIFORNIA,Mission Viejo,96698.125,80.75,0.000835073,0.192371102,Low
CALIFORNIA,Modesto,210552.25,1867.125,0.008867751,2.042814176,High
CALIFORNIA,Monrovia,37227.75,58.75,0.001578124,0.363543545,Low
CALIFORNIA,Montclair,38981.28571,218.7142857,0.005610751,1.292517248,High
CALIFORNIA,Montebello,63592.625,179.25,0.002818723,0.649333438,Low
CALIFORNIA,Monterey,28627.5,117.375,0.004100079,0.944512125,Default
CALIFORNIA,Monterey Park,61245,108.25,0.001767491,0.407167047,Low
CALIFORNIA,Monttclair,37556,197,0.0052455,1.208376446,High
CALIFORNIA,Moorpark,36081.5,37,0.001025456,0.236228611,Low
CALIFORNIA,Moraga,17279.25,10.375,0.000600431,0.138317959,Low
CALIFORNIA,Moreno Valley,205352,731.75,0.003563394,0.820879008,Default
CALIFORNIA,Morgan Hill,43129,63.375,0.001469429,0.338504105,Low
CALIFORNIA,Morro Bay,10590.25,30.5,0.002880008,0.663451198,Low
CALIFORNIA,Mountain View,80395.5,154.5,0.001921749,0.442702627,Low
CALIFORNIA,Murrieta,110957,71.875,0.000647773,0.149223942,Low
CALIFORNIA,Napa,79926.875,266.875,0.00333899,0.769184307,Low
CALIFORNIA,National City,60891.625,314,0.005156703,1.187920671,High
CALIFORNIA,Newark,45836,110,0.00239986,0.552842383,Low
CALIFORNIA,Newman,11049.125,22.75,0.002058987,0.474317196,Low
CALIFORNIA,Newport Beach,87053.25,111,0.001275082,0.293733409,Low
CALIFORNIA,Norco,26908,53.125,0.00197432,0.454813011,Low
CALIFORNIA,Norwalk,106634.625,411.625,0.003860144,0.88923972,Default
CALIFORNIA,Novato,55360.875,100.375,0.001813104,0.417674507,Low
CALIFORNIA,Oakdale,22366.125,45.875,0.002051093,0.472498773,Low
CALIFORNIA,Oakland,418378.5,6436,0.0153832,3.543741484,Very High
