StateCounty,Storm Surge
ARPoinsett County,0.000000000000000000000000000000
ARPolk County,0.000000000000000000000000000000
ARPope County,0.000000000000000000000000000000
ARPrairie County,0.000000000000000000000000000000
ARPulaski County,0.000000000000000000000000000000
ARRandolph County,0.000000000000000000000000000000
ARSaline County,0.000000000000000000000000000000
ARScott County,0.000000000000000000000000000000
ARSearcy County,0.000000000000000000000000000000
ARSebastian County,0.000000000000000000000000000000
ARSevier County,0.000000000000000000000000000000
ARSharp County,0.000000000000000000000000000000
ARSt. Francis County,0.000000000000000000000000000000
ARStone County,0.000000000000000000000000000000
ARUnion County,0.000000000000000000000000000000
ARVan Buren County,0.000000000000000000000000000000
ARWashington County,0.000000000000000000000000000000
ARWhite County,0.000000000000000000000000000000
ARWoodruff County,0.000000000000000000000000000000
ARYell County,0.000000000000000000000000000000
AZApache County,0.000000000000000000000000000000
AZCochise County,0.000000000000000000000000000000
AZCoconino County,0.000000000000000000000000000000
AZGila County,0.000000000000000000000000000000
AZGraham County,0.000000000000000000000000000000
AZGreenlee County,0.000000000000000000000000000000
AZLa Paz County,0.000000000000000000000000000000
AZMaricopa County,0.000000000000000000000000000000
AZMohave County,0.000000000000000000000000000000
AZNavajo County,0.000000000000000000000000000000
AZPima County,0.000000000000000000000000000000
AZPinal County,0.000000000000000000000000000000
AZSanta Cruz County,0.000000000000000000000000000000
AZYavapai County,0.000000000000000000000000000000
AZYuma County,0.000000000000000000000000000000
CAAlameda County,0.000000000000000000000000000000
CAAlpine County,0.000000000000000000000000000000
CAAmador County,0.000000000000000000000000000000
CAButte County,0.000000000000000000000000000000
CACalaveras County,0.000000000000000000000000000000
CAColusa County,0.000000000000000000000000000000
CAContra Costa County,0.000000000000000000000000000000
CADel Norte County,0.000000000000000000000000000000
CAEl Dorado County,0.000000000000000000000000000000
CAFresno County,0.000000000000000000000000000000
CAGlenn County,0.000000000000000000000000000000
CAHumboldt County,0.000000000000000000000000000000
CAImperial County,0.000000000000000000000000000000
CAInyo County,0.000000000000000000000000000000
CAKern County,0.000000000000000000000000000000
CAKings County,0.000000000000000000000000000000
CALake County,0.000000000000000000000000000000
CALassen County,0.000000000000000000000000000000
CALos Angeles County,0.000000000000000000000000000000
CAMadera County,0.000000000000000000000000000000
CAMarin County,0.000000000000000000000000000000
CAMariposa County,0.000000000000000000000000000000
CAMendocino County,0.000000000000000000000000000000
CAMerced County,0.000000000000000000000000000000
CAModoc County,0.000000000000000000000000000000
CAMono County,0.000000000000000000000000000000
CAMonterey County,0.000000000000000000000000000000
CANapa County,0.000000000000000000000000000000
CANevada County,0.000000000000000000000000000000
CAOrange County,0.000000000000000000000000000000
CAPlacer County,0.000000000000000000000000000000
CAPlumas County,0.000000000000000000000000000000
CARiverside County,0.000000000000000000000000000000
CASacramento County,0.000000000000000000000000000000
CASan Benito County,0.000000000000000000000000000000
CASan Bernardino County,0.000000000000000000000000000000
CASan Diego County,0.000000000000000000000000000000
CASan Francisco County,0.000000000000000000000000000000
CASan Joaquin County,0.000000000000000000000000000000
CASan Luis Obispo County,0.000000000000000000000000000000
CASan Mateo County,0.000000000000000000000000000000
CASanta Barbara County,0.000000000000000000000000000000
CASanta Clara County,0.000000000000000000000000000000
CASanta Cruz County,0.000000000000000000000000000000
CAShasta County,0.000000000000000000000000000000
CASierra County,0.000000000000000000000000000000
CASiskiyou County,0.000000000000000000000000000000
CASolano County,0.000000000000000000000000000000
CASonoma County,0.000000000000000000000000000000
CAStanislaus County,0.000000000000000000000000000000
CASutter County,0.000000000000000000000000000000
CATehama County,0.000000000000000000000000000000
CATrinity County,0.000000000000000000000000000000
CATulare County,0.000000000000000000000000000000
CATuolumne County,0.000000000000000000000000000000
CAVentura County,0.000000000000000000000000000000
CAYolo County,0.000000000000000000000000000000
CAYuba County,0.000000000000000000000000000000
COAdams County,0.000000000000000000000000000000
COAlamosa County,0.000000000000000000000000000000
COArapahoe County,0.000000000000000000000000000000
COArchuleta County,0.000000000000000000000000000000
COBaca County,0.000000000000000000000000000000
COBent County,0.000000000000000000000000000000
COBoulder County,0.000000000000000000000000000000
COBroomfield County,0.000000000000000000000000000000
COChaffee County,0.000000000000000000000000000000
COCheyenne County,0.000000000000000000000000000000
COClear Creek County,0.000000000000000000000000000000
COConejos County,0.000000000000000000000000000000
COCostilla County,0.000000000000000000000000000000
COCrowley County,0.000000000000000000000000000000
COCuster County,0.000000000000000000000000000000
CODelta County,0.000000000000000000000000000000
CODenver County,0.000000000000000000000000000000
CODolores County,0.000000000000000000000000000000
CODouglas County,0.000000000000000000000000000000
COEagle County,0.000000000000000000000000000000
COEl Paso County,0.000000000000000000000000000000
COElbert County,0.000000000000000000000000000000
COFremont County,0.000000000000000000000000000000
COGarfield County,0.000000000000000000000000000000
COGilpin County,0.000000000000000000000000000000
COGrand County,0.000000000000000000000000000000
COGunnison County,0.000000000000000000000000000000
COHinsdale County,0.000000000000000000000000000000
COHuerfano County,0.000000000000000000000000000000
COJackson County,0.000000000000000000000000000000
COJefferson County,0.000000000000000000000000000000
COKiowa County,0.000000000000000000000000000000
COKit Carson County,0.000000000000000000000000000000
COLa Plata County,0.000000000000000000000000000000
COLake County,0.000000000000000000000000000000
COLarimer County,0.000000000000000000000000000000
COLas Animas County,0.000000000000000000000000000000
COLincoln County,0.000000000000000000000000000000
COLogan County,0.000000000000000000000000000000
COMesa County,0.000000000000000000000000000000
COMineral County,0.000000000000000000000000000000
COMoffat County,0.000000000000000000000000000000
COMontezuma County,0.000000000000000000000000000000
COMontrose County,0.000000000000000000000000000000
COMorgan County,0.000000000000000000000000000000
COOtero County,0.000000000000000000000000000000
COOuray County,0.000000000000000000000000000000
COPark County,0.000000000000000000000000000000
COPhillips County,0.000000000000000000000000000000
COPitkin County,0.000000000000000000000000000000
COProwers County,0.000000000000000000000000000000
COPueblo County,0.000000000000000000000000000000
CORio Blanco County,0.000000000000000000000000000000
CORio Grande County,0.000000000000000000000000000000
CORoutt County,0.000000000000000000000000000000
COSaguache County,0.000000000000000000000000000000
COSan Juan County,0.000000000000000000000000000000
COSan Miguel County,0.000000000000000000000000000000
COSedgwick County,0.000000000000000000000000000000
COSummit County,0.000000000000000000000000000000
COTeller County,0.000000000000000000000000000000
COWashington County,0.000000000000000000000000000000
COWeld County,0.000000000000000000000000000000
COYuma County,0.000000000000000000000000000000
CTFairfield County,-0.430753347472761000000000000000
CTHartford County,0.000000000000000666133814775094
CTLitchfield County,0.000000000000000222044604925031
CTMiddlesex County,-0.036563500756815400000000000000
CTNew Haven County,-0.049002093693616000000000000000
CTNew London County,-0.124536970169690000000000000000
CTTolland County,-0.000000000000000222044604925031
CTWindham County,0.000000000000000444089209850063
DCDistrict Of Columbia,-0.190843357154286000000000000000
DEKent County,-0.427447044197774000000000000000
DENew Castle County,-0.278731657874831000000000000000
DESussex County,-0.313945616563610000000000000000
FLAlachua County,-0.000000000000000222044604925031
FLBaker County,0.000000000000000444089209850063
FLBay County,-0.062487571836728500000000000000
FLBradford County,0.000000000000000222044604925031
FLBrevard County,-0.278563498498207000000000000000
FLBroward County,-0.011878622733920400000000000000
FLCalhoun County,0.000000000000000222044604925031
FLCharlotte County,-0.645109435365994000000000000000
FLCitrus County,-0.599673122162806000000000000000
FLClay County,-0.003709460961865200000000000000
FLCollier County,-0.456180159978993000000000000000
FLColumbia County,0.000000000000000444089209850063
FLDesoto County,-0.006130741605416600000000000000
FLDixie County,-0.819193531945783000000000000000
FLDuval County,-0.232127205056637000000000000000
FLEscambia County,-0.017720917318607400000000000000
FLFlagler County,-0.195943468277261000000000000000
FLFranklin County,-0.475550909168881000000000000000
FLGadsden County,0.000000000000000222044604925031
FLGilchrist County,-0.002235313607446780000000000000
FLGlades County,-0.000047091325412584900000000000
FLGulf County,-0.099558296587900900000000000000
FLHamilton County,-0.000000000000000444089209850063
FLHardee County,-0.000000000000000333066907387547
FLHendry County,-0.002370574824323010000000000000
FLHernando County,-0.389295143012944000000000000000
FLHighlands County,0.000000000000000444089209850063
FLHillsborough County,-0.549287409545043000000000000000
FLHolmes County,-0.000021486110429513900000000000
FLIndian River County,-0.211344744385606000000000000000
FLJackson County,-0.000000000000000111022302462516
FLJefferson County,-0.443252663372515000000000000000
FLLafayette County,-0.000005840868321671520000000000
FLLake County,-0.004361351650102210000000000000
FLLee County,-0.467273090623514000000000000000
FLLeon County,-0.000294824447207187000000000000
FLLevy County,-0.683769638171788000000000000000
FLLiberty County,-0.002446605906156750000000000000
FLMadison County,-0.000000126042108861135000000000
FLManatee County,-0.322015443487545000000000000000
FLMarion County,-0.000000609038473098344000000000
FLMartin County,-0.044016665662636400000000000000
FLMiami-Dade County,-0.138824438950414000000000000000
FLMonroe County,-0.330747901978712000000000000000
FLNassau County,-0.266212387517221000000000000000
FLOkaloosa County,-0.039745295235519800000000000000
FLOkeechobee County,-0.000000000000000222044604925031
FLOrange County,-0.000000001197611676495570000000
FLOsceola County,0.000000000000000000000000000000
FLPalm Beach County,-0.006031245306402980000000000000
FLPasco County,-0.493082198412845000000000000000
FLPinellas County,-0.454846810886934000000000000000
FLPolk County,0.000000000000000000000000000000
FLPutnam County,-0.018347612326098300000000000000
FLSanta Rosa County,-0.050234884992162300000000000000
FLSarasota County,-0.322486657805771000000000000000
FLSeminole County,-0.000047942861328698100000000000
FLSt. Johns County,-0.597794942754527000000000000000
FLSt. Lucie County,-0.037326969516178400000000000000
FLSumter County,0.000000000000000000000000000000
FLSuwannee County,-0.000000000000000555111512312578
FLTaylor County,-0.667427890159104000000000000000
FLUnion County,-0.000000000000000333066907387547
FLVolusia County,-0.389176054140938000000000000000
FLWakulla County,-0.860882135557109000000000000000
FLWalton County,-0.008258484678485780000000000000
FLWashington County,-0.001413044985925650000000000000
GAAppling County,0.000000000000000222044604925031
GAAtkinson County,0.000000000000000666133814775094
GABacon County,0.000000000000000444089209850063
GABaker County,0.000000000000000222044604925031
GABaldwin County,0.000000000000000000000000000000
GABanks County,0.000000000000000222044604925031
GABarrow County,0.000000000000000444089209850063
GABartow County,0.000000000000000222044604925031
GABen Hill County,-0.000000000000000888178419700125
GABerrien County,-0.000000000000000222044604925031
GABibb County,0.000000000000000222044604925031
GABleckley County,-0.000000000000000333066907387547
GABrantley County,-0.000990415909948750000000000000
GABrooks County,-0.000000000000000222044604925031
GABryan County,-0.241549449851313000000000000000
GABulloch County,-0.000000000000000222044604925031
GABurke County,0.000000000000000444089209850063
GAButts County,0.000000000000000444089209850063
GACalhoun County,0.000000000000000222044604925031
GACamden County,-0.440092830345775000000000000000
GACandler County,0.000000000000000000000000000000
GACarroll County,0.000000000000000000000000000000
GACatoosa County,0.000000000000000444089209850063
GACharlton County,-0.003776240412848630000000000000
GAChatham County,-0.432172697915714000000000000000
GAChattahoochee County,0.000000000000000666133814775094
GAChattooga County,0.000000000000000222044604925031
GACherokee County,-0.000000000000000222044604925031
GAClarke County,0.000000000000000000000000000000
GAClay County,0.000000000000000222044604925031
GAClayton County,-0.000000000000000333066907387547
GAClinch County,0.000000000000000444089209850063
GACobb County,-0.000000000000000222044604925031
GACoffee County,0.000000000000000222044604925031
GAColquitt County,-0.000000000000000222044604925031
GAColumbia County,0.000000000000000000000000000000
GACook County,-0.000000000000000111022302462516
GACoweta County,0.000000000000000222044604925031
GACrawford County,-0.000000000000000333066907387547
GACrisp County,0.000000000000000222044604925031
GADade County,0.000000000000000000000000000000
GADawson County,0.000000000000000000000000000000
GADecatur County,-0.000000000000000222044604925031
GADekalb County,-0.000000000000000333066907387547
GADodge County,-0.000000000000000111022302462516
GADooly County,-0.000000000000000444089209850063
GADougherty County,0.000000000000000000000000000000
GADouglas County,0.000000000000000444089209850063
GAEarly County,0.000000000000000444089209850063
GAEchols County,0.000000000000000222044604925031
GAEffingham County,-0.000030011912458549600000000000
GAElbert County,0.000000000000000222044604925031
GAEmanuel County,-0.000000000000000222044604925031
GAEvans County,0.000000000000000444089209850063
GAFannin County,-0.000000000000000111022302462516
GAFayette County,0.000000000000000000000000000000
GAFloyd County,0.000000000000000222044604925031
GAForsyth County,0.000000000000000222044604925031
GAFranklin County,-0.000000000000000333066907387547
GAFulton County,0.000000000000000000000000000000
GAGilmer County,-0.000000000000000333066907387547
GAGlascock County,0.000000000000000000000000000000
GAGlynn County,-0.546768545390692000000000000000
GAGordon County,-0.000000000000000222044604925031
GAGrady County,0.000000000000000444089209850063
GAGreene County,0.000000000000000222044604925031
GAGwinnett County,-0.000000000000000222044604925031
GAHabersham County,0.000000000000000222044604925031
GAHall County,0.000000000000000000000000000000
GAHancock County,-0.000000000000000222044604925031
GAHaralson County,0.000000000000000000000000000000
GAHarris County,0.000000000000000000000000000000
GAHart County,0.000000000000000444089209850063
GAHeard County,0.000000000000000888178419700125
GAHenry County,-0.000000000000000333066907387547
GAHouston County,-0.000000000000000555111512312578
GAIrwin County,-0.000000000000000222044604925031
GAJackson County,0.000000000000000000000000000000
GAJasper County,0.000000000000000222044604925031
GAJeff Davis County,0.000000000000000222044604925031
GAJefferson County,0.000000000000000222044604925031
GAJenkins County,0.000000000000000222044604925031
GAJohnson County,0.000000000000000000000000000000
GAJones County,-0.000000000000000333066907387547
GALamar County,0.000000000000000222044604925031
GALanier County,0.000000000000000666133814775094
GALaurens County,0.000000000000000222044604925031
GALee County,0.000000000000000222044604925031
GALiberty County,-0.258856613092261000000000000000
GALincoln County,-0.000000000000000333066907387547
GALong County,-0.002241609548538250000000000000
GALowndes County,-0.000000000000000222044604925031
GALumpkin County,-0.000000000000000222044604925031
GAMacon County,0.000000000000000222044604925031
GAMadison County,-0.000000000000000111022302462516
GAMarion County,0.000000000000000222044604925031
GAMcduffie County,0.000000000000000666133814775094
GAMcintosh County,-0.543814333989879000000000000000
GAMeriwether County,-0.000000000000000222044604925031
GAMiller County,0.000000000000000222044604925031
GAMitchell County,0.000000000000000444089209850063
GAMonroe County,-0.000000000000000111022302462516
GAMontgomery County,0.000000000000000222044604925031
GAMorgan County,-0.000000000000000111022302462516
GAMurray County,-0.000000000000000222044604925031
GAMuscogee County,0.000000000000000000000000000000
GANewton County,0.000000000000000222044604925031
GAOconee County,0.000000000000000000000000000000
GAOglethorpe County,0.000000000000000000000000000000
GAPaulding County,0.000000000000000000000000000000
GAPeach County,-0.000000000000000222044604925031
GAPickens County,-0.000000000000000444089209850063
GAPierce County,-0.000000000000000333066907387547
GAPike County,0.000000000000000222044604925031
GAPolk County,-0.000000000000000555111512312578
GAPulaski County,0.000000000000000888178419700125
GAPutnam County,-0.000000000000000555111512312578
GAQuitman County,0.000000000000000222044604925031
GARabun County,0.000000000000000222044604925031
GARandolph County,0.000000000000000000000000000000
GARichmond County,0.000000000000000222044604925031
GARockdale County,0.000000000000000444089209850063
GASchley County,-0.000000000000000444089209850063
GAScreven County,0.000000000000000222044604925031
GASeminole County,0.000000000000000222044604925031
GASpalding County,-0.000000000000000111022302462516
GAStephens County,0.000000000000000444089209850063
GAStewart County,0.000000000000000444089209850063
GASumter County,-0.000000000000000111022302462516
GATalbot County,0.000000000000000222044604925031
GATaliaferro County,0.000000000000000000000000000000
GATattnall County,0.000000000000000000000000000000
GATaylor County,0.000000000000000000000000000000
GATelfair County,-0.000000000000000555111512312578
GATerrell County,-0.000000000000000222044604925031
GAThomas County,-0.000000000000000222044604925031
GATift County,-0.000000000000000444089209850063
GAToombs County,-0.000000000000000222044604925031
GATowns County,0.000000000000000222044604925031
GATreutlen County,0.000000000000000444089209850063
GATroup County,-0.000000000000000222044604925031
GATurner County,-0.000000000000000111022302462516
GATwiggs County,0.000000000000000444089209850063
GAUnion County,-0.000000000000000333066907387547
GAUpson County,0.000000000000000222044604925031
GAWalker County,0.000000000000000444089209850063
GAWalton County,0.000000000000000000000000000000
GAWare County,0.000000000000000000000000000000
GAWarren County,0.000000000000000444089209850063
GAWashington County,0.000000000000000222044604925031
GAWayne County,-0.000000008990897359950620000000
GAWebster County,0.000000000000000000000000000000
GAWheeler County,-0.000000000000000444089209850063
GAWhite County,0.000000000000000222044604925031
GAWhitfield County,-0.000000000000000444089209850063
GAWilcox County,-0.000000000000000444089209850063
GAWilkes County,-0.000000000000000555111512312578
GAWilkinson County,0.000000000000000222044604925031
GAWorth County,0.000000000000000444089209850063
HIHawaii County,-0.001656849112626980000000000000
HIHonolulu County,-0.016105947092847000000000000000
HIKalawao County,-0.104817960716534000000000000000
HIKauai County,-0.024440323006510000000000000000
HIMaui County,-0.021181158545564800000000000000
IAAdair County,0.000000000000000000000000000000
IAAdams County,0.000000000000000000000000000000
IAAllamakee County,0.000000000000000000000000000000
IAAppanoose County,0.000000000000000000000000000000
IAAudubon County,0.000000000000000000000000000000
IABenton County,0.000000000000000000000000000000
IABlack Hawk County,0.000000000000000000000000000000
IABoone County,0.000000000000000000000000000000
IABremer County,0.000000000000000000000000000000
IABuchanan County,0.000000000000000000000000000000
IABuena Vista County,0.000000000000000000000000000000
IAButler County,0.000000000000000000000000000000
IACalhoun County,0.000000000000000000000000000000
IACarroll County,0.000000000000000000000000000000
IACass County,0.000000000000000000000000000000
IACedar County,0.000000000000000000000000000000
IACerro Gordo County,0.000000000000000000000000000000
IACherokee County,0.000000000000000000000000000000
IAChickasaw County,0.000000000000000000000000000000
IAClarke County,0.000000000000000000000000000000
IAClay County,0.000000000000000000000000000000
IAClayton County,0.000000000000000000000000000000
IAClinton County,0.000000000000000000000000000000
IACrawford County,0.000000000000000000000000000000
IADallas County,0.000000000000000000000000000000
IADavis County,0.000000000000000000000000000000
IADecatur County,0.000000000000000000000000000000
IADelaware County,0.000000000000000000000000000000
IADes Moines County,0.000000000000000000000000000000
IADickinson County,0.000000000000000000000000000000
IADubuque County,0.000000000000000000000000000000
IAEmmet County,0.000000000000000000000000000000
IAFayette County,0.000000000000000000000000000000
IAFloyd County,0.000000000000000000000000000000
IAFranklin County,0.000000000000000000000000000000
IAFremont County,0.000000000000000000000000000000
IAGreene County,0.000000000000000000000000000000
IAGrundy County,0.000000000000000000000000000000
IAGuthrie County,0.000000000000000000000000000000
IAHamilton County,0.000000000000000000000000000000
IAHancock County,0.000000000000000000000000000000
IAHardin County,0.000000000000000000000000000000
IAHarrison County,0.000000000000000000000000000000
IAHenry County,0.000000000000000000000000000000
IAHoward County,0.000000000000000000000000000000
IAHumboldt County,0.000000000000000000000000000000
IAIda County,0.000000000000000000000000000000
IAIowa County,0.000000000000000000000000000000
IAJackson County,0.000000000000000000000000000000
IAJasper County,0.000000000000000000000000000000
IAJefferson County,0.000000000000000000000000000000
IAJohnson County,0.000000000000000000000000000000
IAJones County,0.000000000000000000000000000000
IAKeokuk County,0.000000000000000000000000000000
IAKossuth County,0.000000000000000000000000000000
IALee County,0.000000000000000000000000000000
IALinn County,0.000000000000000000000000000000
IALouisa County,0.000000000000000000000000000000
IALucas County,0.000000000000000000000000000000
IALyon County,0.000000000000000000000000000000
IAMadison County,0.000000000000000000000000000000
IAMahaska County,0.000000000000000000000000000000
IAMarion County,0.000000000000000000000000000000
IAMarshall County,0.000000000000000000000000000000
IAMills County,0.000000000000000000000000000000
IAMitchell County,0.000000000000000000000000000000
IAMonona County,0.000000000000000000000000000000
IAMonroe County,0.000000000000000000000000000000
IAMontgomery County,0.000000000000000000000000000000
IAMuscatine County,0.000000000000000000000000000000
IAO'Brien County,0.000000000000000000000000000000
IAOsceola County,0.000000000000000000000000000000
IAPage County,0.000000000000000000000000000000
IAPalo Alto County,0.000000000000000000000000000000
IAPlymouth County,0.000000000000000000000000000000
IAPocahontas County,0.000000000000000000000000000000
IAPolk County,0.000000000000000000000000000000
IAPottawattamie County,0.000000000000000000000000000000
IAPoweshiek County,0.000000000000000000000000000000
IARinggold County,0.000000000000000000000000000000
IASac County,0.000000000000000000000000000000
IAScott County,0.000000000000000000000000000000
IAShelby County,0.000000000000000000000000000000
IASioux County,0.000000000000000000000000000000
IAStory County,0.000000000000000000000000000000
IATama County,0.000000000000000000000000000000
IATaylor County,0.000000000000000000000000000000
IAUnion County,0.000000000000000000000000000000
IAVan Buren County,0.000000000000000000000000000000
IAWapello County,0.000000000000000000000000000000
IAWarren County,0.000000000000000000000000000000
IAWashington County,0.000000000000000000000000000000
IAWayne County,0.000000000000000000000000000000
IAWebster County,0.000000000000000000000000000000
IAWinnebago County,0.000000000000000000000000000000
IAWinneshiek County,0.000000000000000000000000000000
IAWoodbury County,0.000000000000000000000000000000
IAWorth County,0.000000000000000000000000000000
IAWright County,0.000000000000000000000000000000
IDAda County,0.000000000000000000000000000000
IDAdams County,0.000000000000000000000000000000
IDBannock County,0.000000000000000000000000000000
IDBear Lake County,0.000000000000000000000000000000
IDBenewah County,0.000000000000000000000000000000
IDBingham County,0.000000000000000000000000000000
IDBlaine County,0.000000000000000000000000000000
IDBoise County,0.000000000000000000000000000000
IDBonner County,0.000000000000000000000000000000
IDBonneville County,0.000000000000000000000000000000
IDBoundary County,0.000000000000000000000000000000
IDButte County,0.000000000000000000000000000000
IDCamas County,0.000000000000000000000000000000
IDCanyon County,0.000000000000000000000000000000
IDCaribou County,0.000000000000000000000000000000
IDCassia County,0.000000000000000000000000000000
IDClark County,0.000000000000000000000000000000
IDClearwater County,0.000000000000000000000000000000
IDCuster County,0.000000000000000000000000000000
IDElmore County,0.000000000000000000000000000000
