Country,Statecode,County,StateCounty,TN Buildings,TN Contents,TN BI
US,IL,Henderson County,ILHenderson County,0.000608831,0.000460561,0.00053307
US,IL,Henry County,ILHenry County,0.000536844,0.000384956,0.000449549
US,IL,Iroquois County,ILIroquois County,0.000483714,0.000358153,0.000412982
US,IL,Jackson County,ILJackson County,0.000540493,0.000425649,0.000487347
US,IL,Jasper County,ILJasper County,0.000411933,0.000317186,0.000364473
US,IL,Jefferson County,ILJefferson County,0.000570601,0.000405178,0.000466531
US,IL,Jersey County,ILJersey County,0.000129128,0.000088153,0.000103307
US,IL,Jo Daviess County,ILJo Daviess County,0.000312203,0.000232,0.000266563
US,IL,Johnson County,ILJohnson County,0.000506437,0.000394202,0.000450573
US,IL,Kane County,ILKane County,0.000143412,9.00046E-05,0.000107438
US,IL,Kankakee County,ILKankakee County,0.000217238,0.000159085,0.000184382
US,IL,Kendall County,ILKendall County,0.000197738,0.000132493,0.000156552
US,IL,Knox County,ILKnox County,0.000592493,0.000431447,0.000504988
US,IL,La Salle County,ILLa Salle County,0.000264013,0.000191197,0.000223781
US,IL,Lake County,ILLake County,0.00011118,6.84423E-05,8.04305E-05
US,IL,Lawrence County,ILLawrence County,0.00045445,0.00035126,0.000401617
US,IL,Lee County,ILLee County,0.000213667,0.000153315,0.000180269
US,IL,Livingston County,ILLivingston County,0.000472708,0.000349045,0.000404873
US,IL,Logan County,ILLogan County,0.00049347,0.000363243,0.000419362
US,IL,Macon County,ILMacon County,0.000577212,0.000435014,0.000499047
US,IL,Macoupin County,ILMacoupin County,0.000214796,0.000156936,0.000181419
US,IL,Madison County,ILMadison County,0.00019824,0.000139943,0.000158935
US,IL,Marion County,ILMarion County,0.00041679,0.000314567,0.000364386
US,IL,Marshall County,ILMarshall County,0.000411764,0.0003039,0.000353976
US,IL,Mason County,ILMason County,0.000359812,0.000266491,0.000310115
US,IL,Massac County,ILMassac County,0.00053432,0.00041352,0.000474493
US,IL,Mcdonough County,ILMcdonough County,0.000397111,0.000302107,0.00035131
US,IL,Mchenry County,ILMchenry County,0.000106543,6.75528E-05,7.97958E-05
US,IL,Mclean County,ILMclean County,0.00064532,0.000468256,0.000542718
US,IL,Menard County,ILMenard County,0.000374256,0.000273784,0.000318454
US,IL,Mercer County,ILMercer County,0.000691121,0.000511152,0.00059809
US,IL,Monroe County,ILMonroe County,0.000184185,0.000139926,0.000158768
US,IL,Montgomery County,ILMontgomery County,0.000267331,0.000200832,0.000230753
US,IL,Morgan County,ILMorgan County,0.000182826,0.000134614,0.000155837
US,IL,Moultrie County,ILMoultrie County,0.000372912,0.000284031,0.000325521
US,IL,Ogle County,ILOgle County,0.000212848,0.000147877,0.00017346
US,IL,Peoria County,ILPeoria County,0.000416152,0.000294339,0.000349156
US,IL,Perry County,ILPerry County,0.000472999,0.000353407,0.000407294
US,IL,Piatt County,ILPiatt County,0.00055943,0.000419865,0.000481574
US,IL,Pike County,ILPike County,9.87142E-05,6.88502E-05,8.01532E-05
US,IL,Pope County,ILPope County,0.000477886,0.000323395,0.000375647
US,IL,Pulaski County,ILPulaski County,0.000580118,0.000451043,0.000515265
US,IL,Putnam County,ILPutnam County,0.000379069,0.000276871,0.000324799
US,IL,Randolph County,ILRandolph County,0.000232824,0.000176352,0.000204078
US,IL,Richland County,ILRichland County,0.000415387,0.000319753,0.000366706
US,IL,Rock Island County,ILRock Island County,0.000609887,0.000420173,0.000494787
US,IL,Saline County,ILSaline County,0.000474496,0.000371334,0.000423433
US,IL,Sangamon County,ILSangamon County,0.000388329,0.000276757,0.000319317
US,IL,Schuyler County,ILSchuyler County,0.000225723,0.000172172,0.000200348
US,IL,Scott County,ILScott County,0.000108744,7.96355E-05,0.000092317
US,IL,Shelby County,ILShelby County,0.000416601,0.00031894,0.00036691
US,IL,St. Clair County,ILSt. Clair County,0.000180517,0.000134706,0.000152412
US,IL,Stark County,ILStark County,0.000416295,0.000307566,0.000358251
US,IL,Stephenson County,ILStephenson County,0.00027867,0.000212069,0.000244713
US,IL,Tazewell County,ILTazewell County,0.000451041,0.000325122,0.00038026
US,IL,Union County,ILUnion County,0.000610892,0.000478316,0.000546425
US,IL,Vermilion County,ILVermilion County,0.000456108,0.00035516,0.000406696
US,IL,Wabash County,ILWabash County,0.000519839,0.000407629,0.000464198
US,IL,Warren County,ILWarren County,0.000615033,0.000458969,0.000532738
US,IL,Washington County,ILWashington County,0.000456673,0.000339946,0.000392792
US,IL,Wayne County,ILWayne County,0.000473685,0.00035169,0.000404356
US,IL,White County,ILWhite County,0.00050055,0.000379885,0.00043572
US,IL,Whiteside County,ILWhiteside County,0.000407715,0.00030288,0.000351509
US,IL,Will County,ILWill County,0.00019913,0.000124051,0.000148843
US,IL,Williamson County,ILWilliamson County,0.000530682,0.000417653,0.000477187
US,IL,Winnebago County,ILWinnebago County,0.000197779,0.000136909,0.000160879
US,IL,Woodford County,ILWoodford County,0.000508291,0.000381955,0.000439185
US,IN,Adams County,INAdams County,0.000285812,0.000207273,0.000234875
US,IN,Allen County,INAllen County,0.000364026,0.000302885,0.00033951
US,IN,Bartholomew County,INBartholomew County,0.000692903,0.000518333,0.000589255
US,IN,Benton County,INBenton County,0.0004462,0.000346845,0.000394544
US,IN,Blackford County,INBlackford County,0.000460889,0.00035732,0.000403927
US,IN,Boone County,INBoone County,0.000455996,0.000377652,0.00042521
US,IN,Brown County,INBrown County,0.000592511,0.000469288,0.00052915
US,IN,Carroll County,INCarroll County,0.00039024,0.000308675,0.000349806
US,IN,Cass County,INCass County,0.000418177,0.000335231,0.000379908
US,IN,Clark County,INClark County,0.000295946,0.000184815,0.000214636
US,IN,Clay County,INClay County,0.000224836,0.000181006,0.000204151
US,IN,Clinton County,INClinton County,0.000359804,0.00028801,0.000324289
US,IN,Crawford County,INCrawford County,0.000432434,0.000307312,0.00035007
US,IN,Daviess County,INDaviess County,0.00044088,0.000345081,0.000392007
US,IN,Dearborn County,INDearborn County,0.000282662,0.00020197,0.000232271
US,IN,Decatur County,INDecatur County,0.000605269,0.00045927,0.000520564
US,IN,Dekalb County,INDekalb County,0.000380488,0.000279046,0.000315371
US,IN,Delaware County,INDelaware County,0.000479798,0.000371738,0.00042189
US,IN,Dubois County,INDubois County,0.000595745,0.000426419,0.000484408
US,IN,Elkhart County,INElkhart County,0.000279384,0.000212124,0.000243279
US,IN,Fayette County,INFayette County,0.000388776,0.000294921,0.00033683
US,IN,Floyd County,INFloyd County,0.00032391,0.00018896,0.000216025
US,IN,Fountain County,INFountain County,0.000323581,0.000260694,0.000294217
US,IN,Franklin County,INFranklin County,0.000324834,0.000238262,0.000272228
US,IN,Fulton County,INFulton County,0.000426332,0.00034175,0.000387657
US,IN,Gibson County,INGibson County,0.000554272,0.000430467,0.000489448
US,IN,Grant County,INGrant County,0.000413428,0.000328732,0.000370686
US,IN,Greene County,INGreene County,0.000288839,0.000229469,0.000259723
US,IN,Hamilton County,INHamilton County,0.000686095,0.000560452,0.000631112
US,IN,Hancock County,INHancock County,0.000552248,0.000440087,0.00049726
US,IN,Harrison County,INHarrison County,0.000322795,0.000224512,0.000256635
US,IN,Hendricks County,INHendricks County,0.000354916,0.000284136,0.000321115
US,IN,Henry County,INHenry County,0.000512817,0.000396131,0.000450139
US,IN,Howard County,INHoward County,0.000405951,0.000324036,0.000365152
US,IN,Huntington County,INHuntington County,0.000431132,0.000342058,0.000384716
US,IN,Jackson County,INJackson County,0.000454807,0.000336666,0.000384114
US,IN,Jasper County,INJasper County,0.000334096,0.000250858,0.000287415
US,IN,Jay County,INJay County,0.000316269,0.000233523,0.000265373
US,IN,Jefferson County,INJefferson County,0.000359016,0.000252554,0.000291656
US,IN,Jennings County,INJennings County,0.000543413,0.000400173,0.000456616
US,IN,Johnson County,INJohnson County,0.000478318,0.000384466,0.000431294
US,IN,Knox County,INKnox County,0.000419576,0.000325987,0.000370806
US,IN,Kosciusko County,INKosciusko County,0.00044135,0.000352141,0.000398708
US,IN,Lagrange County,INLagrange County,0.000318765,0.000242424,0.000277623
US,IN,Lake County,INLake County,0.000244626,0.00018336,0.000209108
US,IN,Laporte County,INLaporte County,0.000203852,0.000151972,0.000175573
US,IN,Lawrence County,INLawrence County,0.000444009,0.000342728,0.000389525
US,IN,Madison County,INMadison County,0.000528984,0.000420339,0.000474556
US,IN,Marion County,INMarion County,0.000570931,0.000473564,0.000531701
US,IN,Marshall County,INMarshall County,0.000388163,0.000310871,0.000352741
US,IN,Martin County,INMartin County,0.000452786,0.000359007,0.000407581
US,IN,Miami County,INMiami County,0.000387016,0.000311626,0.000352634
US,IN,Monroe County,INMonroe County,0.000335244,0.000269707,0.000304063
US,IN,Montgomery County,INMontgomery County,0.000286696,0.000232613,0.000261803
US,IN,Morgan County,INMorgan County,0.000365778,0.000289545,0.000327901
US,IN,Newton County,INNewton County,0.000398073,0.000300951,0.000344244
US,IN,Noble County,INNoble County,0.000337563,0.000256525,0.000290595
US,IN,Ohio County,INOhio County,0.000244458,0.00015099,0.00017811
US,IN,Orange County,INOrange County,0.00043658,0.000336994,0.000383008
US,IN,Owen County,INOwen County,0.000223487,0.000180087,0.000203087
US,IN,Parke County,INParke County,0.000263953,0.000218659,0.000245427
US,IN,Perry County,INPerry County,0.000491389,0.000339788,0.000388988
US,IN,Pike County,INPike County,0.000604934,0.000461593,0.000525399
US,IN,Porter County,INPorter County,0.000239722,0.000174986,0.000200391
US,IN,Posey County,INPosey County,0.00058637,0.000451125,0.000514858
US,IN,Pulaski County,INPulaski County,0.000313873,0.000240187,0.000274575
US,IN,Putnam County,INPutnam County,0.000230223,0.00019168,0.00021514
US,IN,Randolph County,INRandolph County,0.000388981,0.000287566,0.000327618
US,IN,Ripley County,INRipley County,0.000465586,0.000349526,0.000397321
US,IN,Rush County,INRush County,0.000502211,0.000389719,0.00044199
US,IN,Scott County,INScott County,0.000431791,0.000310331,0.000356088
US,IN,Shelby County,INShelby County,0.000491227,0.000382879,0.000432039
US,IN,Spencer County,INSpencer County,0.000493367,0.000343347,0.000393773
US,IN,St. Joseph County,INSt. Joseph County,0.000259718,0.000189384,0.000220707
US,IN,Starke County,INStarke County,0.000246634,0.000185562,0.000212935
US,IN,Steuben County,INSteuben County,0.000377626,0.000288855,0.000331203
US,IN,Sullivan County,INSullivan County,0.000346036,0.000272877,0.000309758
US,IN,Switzerland County,INSwitzerland County,0.000258798,0.00016796,0.000196699
US,IN,Tippecanoe County,INTippecanoe County,0.000291999,0.000234208,0.000264024
US,IN,Tipton County,INTipton County,0.000407117,0.000324303,0.000365498
US,IN,Union County,INUnion County,0.00019866,0.000142286,0.00016427
US,IN,Vanderburgh County,INVanderburgh County,0.000535648,0.000370324,0.00043084
US,IN,Vermillion County,INVermillion County,0.000295513,0.000242362,0.000273177
US,IN,Vigo County,INVigo County,0.000304293,0.000244677,0.000276021
US,IN,Wabash County,INWabash County,0.000389665,0.000313231,0.000352467
US,IN,Warren County,INWarren County,0.000433355,0.000343481,0.000389349
US,IN,Warrick County,INWarrick County,0.000441608,0.00032311,0.000370884
US,IN,Washington County,INWashington County,0.000403996,0.000295882,0.00033738
US,IN,Wayne County,INWayne County,0.000373562,0.000273754,0.000314674
US,IN,Wells County,INWells County,0.000400854,0.000313667,0.000352247
US,IN,White County,INWhite County,0.000370569,0.000290396,0.000330194
US,IN,Whitley County,INWhitley County,0.00037543,0.000289858,0.000328267
US,KS,Allen County,KSAllen County,0.000617819,0.000436821,0.000501517
US,KS,Anderson County,KSAnderson County,0.000497869,0.000352186,0.00040451
US,KS,Atchison County,KSAtchison County,0.000283975,0.000216378,0.000248384
US,KS,Barber County,KSBarber County,0.000234436,0.000159103,0.000184079
US,KS,Barton County,KSBarton County,0.000395982,0.000268496,0.000312798
US,KS,Bourbon County,KSBourbon County,0.000725271,0.000510422,0.000587114
US,KS,Brown County,KSBrown County,0.000350356,0.000268041,0.000307166
US,KS,Butler County,KSButler County,0.00127256,0.000810035,0.000913127
US,KS,Chase County,KSChase County,0.001511066,0.001044679,0.001204475
US,KS,Chautauqua County,KSChautauqua County,0.001025257,0.000731751,0.00082216
US,KS,Cherokee County,KSCherokee County,0.000849475,0.000615489,0.000703843
US,KS,Cheyenne County,KSCheyenne County,0.000181422,0.000125239,0.000146571
US,KS,Clark County,KSClark County,0.00016423,0.00011278,0.000130383
US,KS,Clay County,KSClay County,0.001349654,0.000969845,0.001119836
US,KS,Cloud County,KSCloud County,0.001673964,0.001196671,0.001379284
US,KS,Coffey County,KSCoffey County,0.000671631,0.000484705,0.000557194
US,KS,Comanche County,KSComanche County,0.000163961,0.000111667,0.000129996
US,KS,Cowley County,KSCowley County,0.000884542,0.00059905,0.000675647
US,KS,Crawford County,KSCrawford County,0.000904017,0.000643644,0.000738472
US,KS,Decatur County,KSDecatur County,0.000325211,0.000231367,0.00026598
US,KS,Dickinson County,KSDickinson County,0.001552207,0.001120264,0.001285147
US,KS,Doniphan County,KSDoniphan County,0.000227035,0.00016895,0.000194174
US,KS,Douglas County,KSDouglas County,0.000405778,0.000292281,0.000337481
US,KS,Edwards County,KSEdwards County,0.000230761,0.000157461,0.000181782
US,KS,Elk County,KSElk County,0.001174729,0.000838433,0.000942023
US,KS,Ellis County,KSEllis County,0.000377954,0.000253888,0.00029411
US,KS,Ellsworth County,KSEllsworth County,0.000872719,0.000595758,0.000695656
US,KS,Finney County,KSFinney County,0.000204221,0.000141157,0.000162783
US,KS,Ford County,KSFord County,0.00020141,0.000139024,0.000160506
US,KS,Franklin County,KSFranklin County,0.000412491,0.000296237,0.000340815
US,KS,Geary County,KSGeary County,0.001663805,0.00123231,0.001415058
US,KS,Gove County,KSGove County,0.000253097,0.000180987,0.000209152
US,KS,Graham County,KSGraham County,0.000334796,0.000237811,0.000273861
US,KS,Grant County,KSGrant County,0.000198179,0.000135954,0.000155934
US,KS,Gray County,KSGray County,0.000215136,0.000150692,0.000173245
US,KS,Greeley County,KSGreeley County,0.00015342,9.95501E-05,0.000117464
US,KS,Greenwood County,KSGreenwood County,0.001188633,0.000801415,0.000918796
US,KS,Hamilton County,KSHamilton County,0.000167965,0.000104972,0.000123155
US,KS,Harper County,KSHarper County,0.000460686,0.000315331,0.000366452
US,KS,Harvey County,KSHarvey County,0.001355157,0.000924933,0.001074916
US,KS,Haskell County,KSHaskell County,0.000175321,0.000122901,0.000140919
US,KS,Hodgeman County,KSHodgeman County,0.000255813,0.000174474,0.000203095
US,KS,Jackson County,KSJackson County,0.000680648,0.000504017,0.000578254
US,KS,Jefferson County,KSJefferson County,0.000448609,0.000321041,0.000371208
US,KS,Jewell County,KSJewell County,0.001550684,0.00111525,0.001284882
US,KS,Johnson County,KSJohnson County,0.00025938,0.000214119,0.000239296
US,KS,Kearny County,KSKearny County,0.000180379,0.000122571,0.000141186
US,KS,Kingman County,KSKingman County,0.000555783,0.000378777,0.000440462
US,KS,Kiowa County,KSKiowa County,0.000200618,0.000136498,0.000157546
US,KS,Labette County,KSLabette County,0.000829849,0.000611728,0.000700218
US,KS,Lane County,KSLane County,0.000231461,0.000161224,0.000187023
US,KS,Leavenworth County,KSLeavenworth County,0.000256089,0.000189756,0.000219199
US,KS,Lincoln County,KSLincoln County,0.001048128,0.000719515,0.000836325
US,KS,Linn County,KSLinn County,0.000428296,0.000301754,0.000347852
US,KS,Logan County,KSLogan County,0.000233125,0.000162498,0.000187989
US,KS,Lyon County,KSLyon County,0.001101726,0.000805696,0.000926035
US,KS,Marion County,KSMarion County,0.001587716,0.001112731,0.001282988
US,KS,Marshall County,KSMarshall County,0.000536793,0.000402947,0.000461666
US,KS,Mcpherson County,KSMcpherson County,0.001213674,0.000849559,0.000988202
US,KS,Meade County,KSMeade County,0.000195542,0.000136274,0.000156591
US,KS,Miami County,KSMiami County,0.000262245,0.000187456,0.000215988
US,KS,Mitchell County,KSMitchell County,0.001205808,0.000845563,0.000978153
US,KS,Montgomery County,KSMontgomery County,0.000864948,0.000628628,0.000714623
US,KS,Morris County,KSMorris County,0.001808095,0.001347831,0.001546733
US,KS,Morton County,KSMorton County,0.000148539,9.37374E-05,0.000110225
US,KS,Nemaha County,KSNemaha County,0.000361753,0.000275118,0.00031519
US,KS,Neosho County,KSNeosho County,0.000722418,0.000521,0.000596429
US,KS,Ness County,KSNess County,0.00026336,0.000181802,0.00021108
US,KS,Norton County,KSNorton County,0.000491402,0.000349308,0.000401339
US,KS,Osage County,KSOsage County,0.000637293,0.000458534,0.000529907
US,KS,Osborne County,KSOsborne County,0.000637129,0.000435553,0.000491677
US,KS,Ottawa County,KSOttawa County,0.001393206,0.000975008,0.001127199
US,KS,Pawnee County,KSPawnee County,0.000262684,0.000177487,0.000206807
US,KS,Phillips County,KSPhillips County,0.000615602,0.000431406,0.00049836
US,KS,Pottawatomie County,KSPottawatomie County,0.000867088,0.000650913,0.000746253
US,KS,Pratt County,KSPratt County,0.000275026,0.000184175,0.000213773
US,KS,Rawlins County,KSRawlins County,0.000243145,0.000172264,0.000199036
US,KS,Reno County,KSReno County,0.000873219,0.000602001,0.000699991
US,KS,Republic County,KSRepublic County,0.001807358,0.00130277,0.001499491
US,KS,Rice County,KSRice County,0.000775371,0.000526948,0.000612487
US,KS,Riley County,KSRiley County,0.00128984,0.00095533,0.001097003
US,KS,Rooks County,KSRooks County,0.000503995,0.000348196,0.000403224
US,KS,Rush County,KSRush County,0.000310943,0.000209161,0.000242898
US,KS,Russell County,KSRussell County,0.000525483,0.000354857,0.000411139
US,KS,Saline County,KSSaline County,0.001304153,0.000894322,0.001040866
US,KS,Scott County,KSScott County,0.000226152,0.000155817,0.000180107
US,KS,Sedgwick County,KSSedgwick County,0.001011554,0.000662007,0.000755185
US,KS,Seward County,KSSeward County,0.000190678,0.000133692,0.000153293
US,KS,Shawnee County,KSShawnee County,0.000782769,0.000587987,0.000678202
US,KS,Sheridan County,KSSheridan County,0.000293726,0.000211134,0.000244028
US,KS,Sherman County,KSSherman County,0.000184752,0.000122847,0.000143767
US,KS,Smith County,KSSmith County,0.000963853,0.000668,0.000729346
US,KS,Stafford County,KSStafford County,0.000293147,0.000198275,0.000230648
US,KS,Stanton County,KSStanton County,0.000158006,0.00010073,0.000117866
US,KS,Stevens County,KSStevens County,0.000203641,0.000139612,0.000160527
US,KS,Sumner County,KSSumner County,0.000736666,0.000504272,0.00057557
US,KS,Thomas County,KSThomas County,0.00024595,0.00017335,0.00020001
US,KS,Trego County,KSTrego County,0.000282567,0.000197523,0.000228284
US,KS,Wabaunsee County,KSWabaunsee County,0.001010078,0.000740228,0.000852705
US,KS,Wallace County,KSWallace County,0.000173833,0.000115162,0.000134241
US,KS,Washington County,KSWashington County,0.001236498,0.000901292,0.001036126
US,KS,Wichita County,KSWichita County,0.000192045,0.000129131,0.000149452
US,KS,Wilson County,KSWilson County,0.000803582,0.000572977,0.000658892
US,KS,Woodson County,KSWoodson County,0.000781075,0.000556994,0.000641547
US,KS,Wyandotte County,KSWyandotte County,0.000191501,0.000159664,0.000177561
US,KY,Adair County,KYAdair County,0.000165048,9.19601E-05,0.000110175
US,KY,Allen County,KYAllen County,0.000221952,0.000129074,0.000147924
US,KY,Anderson County,KYAnderson County,0.000130766,7.18657E-05,8.80373E-05
US,KY,Ballard County,KYBallard County,0.000620554,0.000464084,0.000533675
US,KY,Barren County,KYBarren County,0.000206992,0.000117869,0.000139569
US,KY,Bath County,KYBath County,0.000275163,0.000152377,0.000184334
US,KY,Bell County,KYBell County,5.9503E-05,4.28461E-05,4.90489E-05
US,KY,Boone County,KYBoone County,0.000229597,0.000135373,0.000160049
US,KY,Bourbon County,KYBourbon County,0.000238036,0.000123116,0.000148199
US,KY,Boyd County,KYBoyd County,0.000121965,8.48846E-05,0.000101515
US,KY,Boyle County,KYBoyle County,0.000179861,9.88479E-05,0.000121091
US,KY,Bracken County,KYBracken County,0.000163606,9.88686E-05,0.000117925
US,KY,Breathitt County,KYBreathitt County,0.000105016,7.3348E-05,8.49153E-05
US,KY,Breckinridge County,KYBreckinridge County,0.000432602,0.000256205,0.000299634
US,KY,Bullitt County,KYBullitt County,0.000191894,9.86106E-05,0.000115124
US,KY,Butler County,KYButler County,0.000565153,0.000358207,0.000425621
US,KY,Caldwell County,KYCaldwell County,0.000398698,0.000257946,0.000302961
US,KY,Calloway County,KYCalloway County,0.000436136,0.000297013,0.000345715
US,KY,Campbell County,KYCampbell County,0.000186763,0.000113068,0.000138023
US,KY,Carlisle County,KYCarlisle County,0.000654227,0.000470047,0.000542767
US,KY,Carroll County,KYCarroll County,0.000301674,0.000203466,0.000236995
US,KY,Carter County,KYCarter County,0.000156563,0.000107616,0.00012655
US,KY,Casey County,KYCasey County,0.000180402,9.88493E-05,0.000119828
US,KY,Christian County,KYChristian County,0.000367925,0.000242384,0.000285979
US,KY,Clark County,KYClark County,0.000288445,0.000155651,0.000187229
US,KY,Clay County,KYClay County,0.000133658,8.46149E-05,9.87168E-05
US,KY,Clinton County,KYClinton County,0.000137086,8.66697E-05,0.000102571
US,KY,Crittenden County,KYCrittenden County,0.000402641,0.00025693,0.000300953
US,KY,Cumberland County,KYCumberland County,0.000157312,9.82265E-05,0.000116387
US,KY,Daviess County,KYDaviess County,0.000483665,0.000312232,0.000367296
US,KY,Edmonson County,KYEdmonson County,0.0003679,0.000221147,0.000259077
US,KY,Elliott County,KYElliott County,0.000110058,7.5313E-05,8.80167E-05
US,KY,Estill County,KYEstill County,0.000195775,0.00012536,0.000146744
US,KY,Fayette County,KYFayette County,0.000246908,0.000130952,0.00014948
US,KY,Fleming County,KYFleming County,0.000241427,0.000133696,0.000161735
US,KY,Floyd County,KYFloyd County,3.17086E-05,2.22363E-05,2.58746E-05
US,KY,Franklin County,KYFranklin County,0.000172429,9.77205E-05,0.000117061
US,KY,Fulton County,KYFulton County,0.000575982,0.000430875,0.000493916
US,KY,Gallatin County,KYGallatin County,0.000256122,0.000158194,0.000186608
US,KY,Garrard County,KYGarrard County,0.000197328,0.000107975,0.000131705
US,KY,Grant County,KYGrant County,0.000214102,0.000130446,0.000154241
US,KY,Graves County,KYGraves County,0.000521821,0.000373216,0.000431242
US,KY,Grayson County,KYGrayson County,0.000398013,0.000242121,0.000283865
US,KY,Green County,KYGreen County,0.000173674,8.9928E-05,0.000107378
US,KY,Greenup County,KYGreenup County,0.000138709,9.79241E-05,0.000115507
US,KY,Hancock County,KYHancock County,0.000526,0.000341532,0.000397728
US,KY,Hardin County,KYHardin County,0.000253549,0.000141536,0.000166186
US,KY,Harlan County,KYHarlan County,3.5344E-05,2.60099E-05,2.95118E-05
US,KY,Harrison County,KYHarrison County,0.000218207,0.000119459,0.00014357
US,KY,Hart County,KYHart County,0.000226701,0.000119299,0.000140965
US,KY,Henderson County,KYHenderson County,0.000469017,0.000310514,0.000364271
US,KY,Henry County,KYHenry County,0.000207164,0.000123806,0.000146812
US,KY,Hickman County,KYHickman County,0.000649407,0.000485802,0.00055688
US,KY,Hopkins County,KYHopkins County,0.000413485,0.000268874,0.000316902
US,KY,Jackson County,KYJackson County,0.000181674,0.000112554,0.000133169
US,KY,Jefferson County,KYJefferson County,0.000237117,0.000129518,0.000150343
US,KY,Jessamine County,KYJessamine County,0.000234924,0.000111232,0.000126457
US,KY,Johnson County,KYJohnson County,6.65272E-05,4.58707E-05,5.34953E-05
US,KY,Kenton County,KYKenton County,0.000195343,0.000121892,0.000147383
US,KY,Knott County,KYKnott County,3.55553E-05,2.52508E-05,2.92258E-05
US,KY,Knox County,KYKnox County,7.80003E-05,5.58251E-05,6.40181E-05
US,KY,Larue County,KYLarue County,0.000174881,9.25165E-05,0.000109099
US,KY,Laurel County,KYLaurel County,0.000181386,0.000111203,0.000132475
US,KY,Lawrence County,KYLawrence County,7.36638E-05,5.1179E-05,6.09234E-05
US,KY,Lee County,KYLee County,0.000188969,0.000125567,0.000146195
US,KY,Leslie County,KYLeslie County,5.74366E-05,4.06436E-05,4.67161E-05
US,KY,Letcher County,KYLetcher County,2.87543E-05,2.05474E-05,2.3827E-05
US,KY,Lewis County,KYLewis County,0.000213568,0.000148013,0.00017213
US,KY,Lincoln County,KYLincoln County,0.000185692,0.000102829,0.000124964
US,KY,Livingston County,KYLivingston County,0.000497721,0.000317602,0.000372021
US,KY,Logan County,KYLogan County,0.000296465,0.000172821,0.000205003
US,KY,Lyon County,KYLyon County,0.00041555,0.000265169,0.000310603
US,KY,Madison County,KYMadison County,0.000208955,0.000112756,0.000135631
US,KY,Magoffin County,KYMagoffin County,6.4006E-05,4.47247E-05,5.20718E-05
US,KY,Marion County,KYMarion County,0.000121585,6.15103E-05,7.36665E-05
US,KY,Marshall County,KYMarshall County,0.000451195,0.000302728,0.000352866
US,KY,Martin County,KYMartin County,4.43124E-05,2.48638E-05,2.96287E-05
US,KY,Mason County,KYMason County,0.000215607,0.000140323,0.000165669
US,KY,Mccracken County,KYMccracken County,0.000573042,0.000443487,0.000508879
US,KY,Mccreary County,KYMccreary County,0.00010615,7.62972E-05,8.78398E-05
US,KY,Mclean County,KYMclean County,0.000396055,0.000255078,0.00030084
US,KY,Meade County,KYMeade County,0.000320085,0.00019175,0.000223444
US,KY,Menifee County,KYMenifee County,0.000243922,0.000163443,0.000190275
US,KY,Mercer County,KYMercer County,0.000157775,8.67099E-05,0.000106222
US,KY,Metcalfe County,KYMetcalfe County,0.000170383,9.5178E-05,0.00011331
US,KY,Monroe County,KYMonroe County,0.000161836,9.3819E-05,0.000111993
US,KY,Montgomery County,KYMontgomery County,0.00029319,0.000176551,0.000209707
US,KY,Morgan County,KYMorgan County,0.000138139,9.70339E-05,0.0001129
US,KY,Muhlenberg County,KYMuhlenberg County,0.000420074,0.000268899,0.000317806
US,KY,Nelson County,KYNelson County,0.000142369,7.27656E-05,8.5485E-05
US,KY,Nicholas County,KYNicholas County,0.000200015,0.000106817,0.000128886
US,KY,Ohio County,KYOhio County,0.000487499,0.000310932,0.000367627
US,KY,Oldham County,KYOldham County,0.000259467,0.000140829,0.000160199
US,KY,Owen County,KYOwen County,0.000221432,0.00013454,0.00015916
US,KY,Owsley County,KYOwsley County,0.00016917,0.000107096,0.000124945
US,KY,Pendleton County,KYPendleton County,0.000180862,0.000104788,0.000125749
US,KY,Perry County,KYPerry County,5.27468E-05,3.72163E-05,4.28698E-05
US,KY,Pike County,KYPike County,2.48183E-05,1.43736E-05,1.7046E-05
US,KY,Powell County,KYPowell County,0.000264423,0.000175706,0.000204571
US,KY,Pulaski County,KYPulaski County,0.000160903,9.40715E-05,0.000113008
US,KY,Robertson County,KYRobertson County,0.00018612,9.62635E-05,0.000115876
US,KY,Rockcastle County,KYRockcastle County,0.000188648,0.000115125,0.000137561
US,KY,Rowan County,KYRowan County,0.000192347,0.000125472,0.000147209
US,KY,Russell County,KYRussell County,0.000153928,8.86355E-05,0.000105839
US,KY,Scott County,KYScott County,0.000263439,0.000149299,0.000178848
US,KY,Shelby County,KYShelby County,0.000185584,0.000104943,0.000125517
US,KY,Simpson County,KYSimpson County,0.00029037,0.000169268,0.000200788
US,KY,Spencer County,KYSpencer County,0.000141521,8.00259E-05,9.57152E-05
US,KY,Taylor County,KYTaylor County,0.00014508,7.54544E-05,9.10629E-05
US,KY,Todd County,KYTodd County,0.00032798,0.000206697,0.00024546
US,KY,Trigg County,KYTrigg County,0.000364344,0.000254133,0.000297711
US,KY,Trimble County,KYTrimble County,0.000320284,0.000221514,0.000257131
US,KY,Union County,KYUnion County,0.000386092,0.000257208,0.000301522
US,KY,Warren County,KYWarren County,0.00039693,0.000234235,0.000272253
US,KY,Washington County,KYWashington County,0.000133606,6.73159E-05,8.05259E-05
US,KY,Wayne County,KYWayne County,0.000118809,8.31916E-05,9.6707E-05
US,KY,Webster County,KYWebster County,0.000384906,0.000253915,0.000298486
