Version,Benchmark Class,Item,Value
13,PE Delegated Authority,Target NLR,0.7
13,PE Delegated Authority,NML,0.025
13,PE Delegated Authority,LAE,0
13,PE Delegated Authority,RoC,0.15
13,PE Delegated Authority,Variable Expense,0
13,PE Delegated Authority,Fixed Expense,0
13,PE Delegated Authority,Climate Load,0
13,International ML,Gross Net Att ULR,0.612592592
13,International ML,Gross Net Cat ULR,0.213625
13,International ML,Total ULR,0.826217592
13,International ML,BP GN Premium,128176372.4
13,International ML,BP NN Premium,128176372.4
13,International ML,Net Premium,111955396.2
13,International ML,Net Expense/ GN Premium,0.186619947
13,International ML,Investment Income /GN Premium,0.120011755
13,International ML,RI Premium/GN Premium,0.126552
13,International ML,RI Recoveries/ GN Premium,0.103651202
13,International ML,Capital Required / GN Premium,1.342489576
13,International ML,Att LR,0.267525533
13,International ML,Large LR,0.251761547
13,International ML,Cat LR,0.142
13,International ML,Att COV,0.762546609
13,International ML,Large COV,2.501528827
13,International ML,Cat COV,3.517523424
13,International ML,Large Loss Threshold,500000
13,International ML,Decay Factor,0.9
13,International ML,Target NLR,0.7
13,International ML,NML,0.025
13,International ML,LAE,0
13,International ML,RoC,0.15
13,International ML,Variable Expense,0
13,International ML,Fixed Expense,0
13,International ML,Climate Load,0
13,London - A&E,Gross Net Att ULR,0.699489478
13,London - A&E,Gross Net Cat ULR,0.227152082
13,London - A&E,Total ULR,0.92664156
13,London - A&E,BP GN Premium,6511556.585
13,London - A&E,BP NN Premium,6511556.585
13,London - A&E,Net Premium,6197756.144
13,London - A&E,Net Expense/ GN Premium,0.180214461
13,London - A&E,Investment Income /GN Premium,0.130778514
13,London - A&E,RI Premium/GN Premium,4.82E-02
13,London - A&E,RI Recoveries/ GN Premium,4.13E-02
13,London - A&E,Capital Required / GN Premium,0.987025612
13,London - A&E,Att LR,0.141842046
13,London - A&E,Large LR,0.313614479
13,London - A&E,Cat LR,0.20421248
13,London - A&E,Att COV,0.762546609
13,London - A&E,Large COV,2.501528827
13,London - A&E,Cat COV,3.517523424
13,London - A&E,Large Loss Threshold,500000
13,London - A&E,Decay Factor,0.9
13,London - A&E,Target NLR,0.7
13,London - A&E,NML,0.025
13,London - A&E,LAE,0
13,London - A&E,RoC,0.15
13,London - A&E,Variable Expense,0
13,London - A&E,Fixed Expense,0
13,London - A&E,Climate Load,0
13,eTrading,Gross Net Att ULR,0.597343191
13,eTrading,Gross Net Cat ULR,0.024
13,eTrading,Total ULR,0.621343191
13,eTrading,BP GN Premium,66340036.5
13,eTrading,BP NN Premium,66340036.5
13,eTrading,Net Premium,66340036.5
13,eTrading,Net Expense/ GN Premium,0.184468665
13,eTrading,Investment Income /GN Premium,0.1374
13,eTrading,RI Premium/GN Premium,0
13,eTrading,RI Recoveries/ GN Premium,0
13,eTrading,Capital Required / GN Premium,1.037
13,eTrading,Att LR,0.558329648
13,eTrading,Large LR,0.229195865
13,eTrading,Cat LR,4.87E-02
13,eTrading,Att COV,0.524274365
13,eTrading,Large COV,0.948276484
13,eTrading,Cat COV,4.692432365
13,eTrading,Large Loss Threshold,500000
13,eTrading,Decay Factor,0.9
13,eTrading,Target NLR,0.7
13,eTrading,NML,0.025
13,eTrading,LAE,0
13,eTrading,RoC,0.15
13,eTrading,Variable Expense,0
13,eTrading,Fixed Expense,0
13,eTrading,Climate Load,0
13,Specialty (PT),Gross Net Att ULR,0.597343191
13,Specialty (PT),Gross Net Cat ULR,0.024
13,Specialty (PT),Total ULR,0.621343191
13,Specialty (PT),BP GN Premium,66340036.5
13,Specialty (PT),BP NN Premium,66340036.5
13,Specialty (PT),Net Premium,66340036.5
13,Specialty (PT),Net Expense/ GN Premium,0.184468665
13,Specialty (PT),Investment Income /GN Premium,0.1374
13,Specialty (PT),RI Premium/GN Premium,0
13,Specialty (PT),RI Recoveries/ GN Premium,0
13,Specialty (PT),Capital Required / GN Premium,1.037
13,Specialty (PT),Att LR,0.249677532
13,Specialty (PT),Large LR,0.26669592
13,Specialty (PT),Cat LR,0.131797038
13,Specialty (PT),Att COV,0.762546609
13,Specialty (PT),Large COV,2.501528827
13,Specialty (PT),Cat COV,3.517523424
13,Specialty (PT),Large Loss Threshold,500000
13,Specialty (PT),Decay Factor,0.9
13,Specialty (PT),Target NLR,0.7
13,Specialty (PT),NML,0.025
13,Specialty (PT),LAE,0
13,Specialty (PT),RoC,0.15
13,Specialty (PT),Variable Expense,0
13,Specialty (PT),Fixed Expense,0
13,Specialty (PT),Climate Load,0
13,US PE London,Gross Net Att ULR,0.690019954
13,US PE London,Gross Net Cat ULR,0.024
13,US PE London,Total ULR,0.714019954
13,US PE London,BP GN Premium,124249005.5
13,US PE London,BP NN Premium,124249005.5
13,US PE London,Net Premium,119253516.3
13,US PE London,Net Expense/ GN Premium,0.175126918
13,US PE London,Investment Income /GN Premium,0.131875769
13,US PE London,RI Premium/GN Premium,4.02E-02
13,US PE London,RI Recoveries/ GN Premium,2.86E-02
13,US PE London,Capital Required / GN Premium,0.995306931
13,US PE London,Att LR,0.558329648
13,US PE London,Large LR,0.229195865
13,US PE London,Cat LR,4.87E-02
13,US PE London,Att COV,0.524274365
13,US PE London,Large COV,0.948276484
13,US PE London,Cat COV,4.692432365
13,US PE London,Large Loss Threshold,500000
13,US PE London,Decay Factor,0.9
13,US PE London,Target NLR,0.7
13,US PE London,NML,0.025
13,US PE London,LAE,0
13,US PE London,RoC,0.15
13,US PE London,Variable Expense,0
13,US PE London,Fixed Expense,0
13,US PE London,Climate Load,0
13,PE International Healthcare,Gross Net Att ULR,0.66166441
13,PE International Healthcare,Gross Net Cat ULR,0.024
13,PE International Healthcare,Total ULR,0.68566441
13,PE International Healthcare,BP GN Premium,57176708.59
13,PE International Healthcare,BP NN Premium,57176708.59
13,PE International Healthcare,Net Premium,53974350.97
13,PE International Healthcare,Net Expense/ GN Premium,0.18860913
13,PE International Healthcare,Investment Income /GN Premium,0.129347606
13,PE International Healthcare,RI Premium/GN Premium,5.60E-02
13,PE International Healthcare,RI Recoveries/ GN Premium,3.84E-02
13,PE International Healthcare,Capital Required / GN Premium,0.978919622
13,PE International Healthcare,Att LR,0.558329648
13,PE International Healthcare,Large LR,0.229195865
13,PE International Healthcare,Cat LR,4.87E-02
13,PE International Healthcare,Att COV,0.524274365
13,PE International Healthcare,Large COV,0.948276484
13,PE International Healthcare,Cat COV,4.692432365
13,PE International Healthcare,Large Loss Threshold,500000
13,PE International Healthcare,Decay Factor,0.9
13,PE International Healthcare,Target NLR,0.7
13,PE International Healthcare,NML,0.025
13,PE International Healthcare,LAE,0
13,PE International Healthcare,RoC,0.15
13,PE International Healthcare,Variable Expense,0
13,PE International Healthcare,Fixed Expense,0
13,PE International Healthcare,Climate Load,0
13,Digital Int Package,Gross Net Att ULR,0.657034853
13,Digital Int Package,Gross Net Cat ULR,0.0486
13,Digital Int Package,Total ULR,0.705634853
13,Digital Int Package,BP GN Premium,42887730.45
13,Digital Int Package,BP NN Premium,42887730.45
13,Digital Int Package,Net Premium,41089881.37
13,Digital Int Package,Net Expense/ GN Premium,0.297292301
13,Digital Int Package,Investment Income /GN Premium,0.131670688
13,Digital Int Package,RI Premium/GN Premium,0.041919893
13,Digital Int Package,RI Recoveries/ GN Premium,2.60E-02
13,Digital Int Package,Capital Required / GN Premium,0.695602099
13,Digital Int Package,Att LR,0.558329648
13,Digital Int Package,Large LR,0.229195865
13,Digital Int Package,Cat LR,4.87E-02
13,Digital Int Package,Att COV,0.524274365
13,Digital Int Package,Large COV,0.948276484
13,Digital Int Package,Cat COV,4.692432365
13,Digital Int Package,Large Loss Threshold,500000
13,Digital Int Package,Decay Factor,0.9
13,Digital Int Package,Target NLR,0.7
13,Digital Int Package,NML,0.025
13,Digital Int Package,LAE,0
13,Digital Int Package,RoC,0.15
13,Digital Int Package,Variable Expense,0
13,Digital Int Package,Fixed Expense,0
13,Digital Int Package,Climate Load,0
13,BBR Services MM,Gross Net Att ULR,0.446679709
13,BBR Services MM,Gross Net Cat ULR,0.229
13,BBR Services MM,Total ULR,0.675679709
13,BBR Services MM,BP GN Premium,303604750.3
13,BBR Services MM,BP NN Premium,303604750.3
13,BBR Services MM,Net Premium,248979816.4
13,BBR Services MM,Net Expense/ GN Premium,0.101578477
13,BBR Services MM,Investment Income /GN Premium,5.79E-02
13,BBR Services MM,RI Premium/GN Premium,0.17992121
13,BBR Services MM,RI Recoveries/ GN Premium,0.121700943
13,BBR Services MM,Capital Required / GN Premium,0.863053634
13,BBR Services MM,Att LR,0.146828263
13,BBR Services MM,Large LR,0.228175491
13,BBR Services MM,Cat LR,0.258828106
13,BBR Services MM,Att COV,0.355722469
13,BBR Services MM,Large COV,1.108661162
13,BBR Services MM,Cat COV,1.222861158
13,BBR Services MM,Large Loss Threshold,750000
13,BBR Services MM,Decay Factor,0.9
13,BBR Services MM,Target NLR,0.7
13,BBR Services MM,NML,0.025
13,BBR Services MM,LAE,0
13,BBR Services MM,RoC,0.15
13,BBR Services MM,Variable Expense,0
13,BBR Services MM,Fixed Expense,0
13,BBR Services MM,Climate Load,0
13,Large Risk International TMB Info Sec,Gross Net Att ULR,0.439047895
13,Large Risk International TMB Info Sec,Gross Net Cat ULR,0.229
13,Large Risk International TMB Info Sec,Total ULR,0.668047895
13,Large Risk International TMB Info Sec,BP GN Premium,384611086
13,Large Risk International TMB Info Sec,BP NN Premium,384611086
13,Large Risk International TMB Info Sec,Net Premium,315874905.6
13,Large Risk International TMB Info Sec,Net Expense/ GN Premium,0.104782183
13,Large Risk International TMB Info Sec,Investment Income /GN Premium,4.73E-02
13,Large Risk International TMB Info Sec,RI Premium/GN Premium,0.178716067
13,Large Risk International TMB Info Sec,RI Recoveries/ GN Premium,0.119844061
13,Large Risk International TMB Info Sec,Capital Required / GN Premium,0.86432193
13,Large Risk International TMB Info Sec,Att LR,0.146828263
13,Large Risk International TMB Info Sec,Large LR,0.228175491
13,Large Risk International TMB Info Sec,Cat LR,0.258828106
13,Large Risk International TMB Info Sec,Att COV,0.355722469
13,Large Risk International TMB Info Sec,Large COV,1.108661162
13,Large Risk International TMB Info Sec,Cat COV,1.222861158
13,Large Risk International TMB Info Sec,Large Loss Threshold,750000
13,Large Risk International TMB Info Sec,Decay Factor,0.9
13,Large Risk International TMB Info Sec,Target NLR,0.7
13,Large Risk International TMB Info Sec,NML,0.025
13,Large Risk International TMB Info Sec,LAE,0
13,Large Risk International TMB Info Sec,RoC,0.15
13,Large Risk International TMB Info Sec,Variable Expense,0
13,Large Risk International TMB Info Sec,Fixed Expense,0
13,Large Risk International TMB Info Sec,Climate Load,0
13,Commercial Crime,Gross Net Att ULR,0.443187166
13,Commercial Crime,Gross Net Cat ULR,0.024
13,Commercial Crime,Total ULR,0.467187166
13,Commercial Crime,BP GN Premium,45659326.63
13,Commercial Crime,BP NN Premium,45659326.63
13,Commercial Crime,Net Premium,41590239.13
13,Commercial Crime,Net Expense/ GN Premium,0.187036151
13,Commercial Crime,Investment Income /GN Premium,0.125155128
13,Commercial Crime,RI Premium/GN Premium,0.08911843
13,Commercial Crime,RI Recoveries/ GN Premium,4.57E-02
13,Commercial Crime,Capital Required / GN Premium,0.944584188
13,Commercial Crime,Att LR,0.057221744
13,Commercial Crime,Large LR,0.325399552
13,Commercial Crime,Cat LR,0.185617575
13,Commercial Crime,Att COV,0.355722469
13,Commercial Crime,Large COV,1.108661162
13,Commercial Crime,Cat COV,1.222861158
13,Commercial Crime,Large Loss Threshold,750000
13,Commercial Crime,Decay Factor,0.9
13,Commercial Crime,Target NLR,0.7
13,Commercial Crime,NML,0.025
13,Commercial Crime,LAE,0
13,Commercial Crime,RoC,0.15
13,Commercial Crime,Variable Expense,0
13,Commercial Crime,Fixed Expense,0
13,Commercial Crime,Climate Load,0
13,D&O MM,Gross Net Att ULR,0.59716443
13,D&O MM,Gross Net Cat ULR,0.213625
13,D&O MM,Total ULR,0.81078943
13,D&O MM,BP GN Premium,83650000
13,D&O MM,BP NN Premium,83650000
13,D&O MM,Net Premium,73855299.84
13,D&O MM,Net Expense/ GN Premium,0.199712805
13,D&O MM,Investment Income /GN Premium,0.121311634
13,D&O MM,RI Premium/GN Premium,0.117091454
13,D&O MM,RI Recoveries/ GN Premium,9.42E-02
13,D&O MM,Capital Required / GN Premium,1.357030435
13,D&O MM,Att LR,7.06E-02
13,D&O MM,Large LR,0.287591813
13,D&O MM,Cat LR,0.242562332
13,D&O MM,Att COV,0.355722469
13,D&O MM,Large COV,1.108661162
13,D&O MM,Cat COV,1.222861158
13,D&O MM,Large Loss Threshold,750000
13,D&O MM,Decay Factor,0.9
13,D&O MM,Target NLR,0.7
13,D&O MM,NML,0.025
13,D&O MM,LAE,0
13,D&O MM,RoC,0.15
13,D&O MM,Variable Expense,0
13,D&O MM,Fixed Expense,0
13,D&O MM,Climate Load,0
13,EPL MM,Gross Net Att ULR,0.585222603
13,EPL MM,Gross Net Cat ULR,0.178913977
13,EPL MM,Total ULR,0.76413658
13,EPL MM,BP GN Premium,45888000
13,EPL MM,BP NN Premium,45888000
13,EPL MM,Net Premium,43339205.17
13,EPL MM,Net Expense/ GN Premium,0.212897355
13,EPL MM,Investment Income /GN Premium,0.129768279
13,EPL MM,RI Premium/GN Premium,5.55E-02
13,EPL MM,RI Recoveries/ GN Premium,4.23E-02
13,EPL MM,Capital Required / GN Premium,0.979401058
13,EPL MM,Att LR,0.278428509
13,EPL MM,Large LR,0.239250657
13,EPL MM,Cat LR,0.261377669
13,EPL MM,Att COV,0.355722469
13,EPL MM,Large COV,1.108661162
13,EPL MM,Cat COV,1.222861158
13,EPL MM,Large Loss Threshold,750000
13,EPL MM,Decay Factor,0.9
13,EPL MM,Target NLR,0.7
13,EPL MM,NML,0.025
13,EPL MM,LAE,0
13,EPL MM,RoC,0.15
13,EPL MM,Variable Expense,0
13,EPL MM,Fixed Expense,0
13,EPL MM,Climate Load,0
13,EPL,Gross Net Att ULR,0.614508296
13,EPL,Gross Net Cat ULR,0.104064792
13,EPL,Total ULR,0.718573089
13,EPL,BP GN Premium,49712515.52
13,EPL,BP NN Premium,49712515.52
13,EPL,Net Premium,46679104.53
13,EPL,Net Expense/ GN Premium,0.169580742
13,EPL,Investment Income /GN Premium,0.129015981
13,EPL,RI Premium/GN Premium,6.10E-02
13,EPL,RI Recoveries/ GN Premium,0.044373692
13,EPL,Capital Required / GN Premium,0.973723234
13,EPL,Att LR,0.278428509
13,EPL,Large LR,0.239250657
13,EPL,Cat LR,0.261377669
13,EPL,Att COV,0.355722469
13,EPL,Large COV,1.108661162
13,EPL,Cat COV,1.222861158
13,EPL,Large Loss Threshold,750000
13,EPL,Decay Factor,0.9
13,EPL,Target NLR,0.7
13,EPL,NML,0.025
13,EPL,LAE,0
13,EPL,RoC,0.15
13,EPL,Variable Expense,0
13,EPL,Fixed Expense,0
13,EPL,Climate Load,0
13,Financial Crime,Gross Net Att ULR,0.443187166
13,Financial Crime,Gross Net Cat ULR,0.024
13,Financial Crime,Total ULR,0.467187166
13,Financial Crime,BP GN Premium,12656673.37
13,Financial Crime,BP NN Premium,12656673.37
13,Financial Crime,Net Premium,10747614.29
13,Financial Crime,Net Expense/ GN Premium,0.178361856
13,Financial Crime,Investment Income /GN Premium,0.116675382
13,Financial Crime,RI Premium/GN Premium,0.15083419
13,Financial Crime,RI Recoveries/ GN Premium,7.44E-02
13,Financial Crime,Capital Required / GN Premium,0.880584945
13,Financial Crime,Att LR,0.057221744
13,Financial Crime,Large LR,0.325399552
13,Financial Crime,Cat LR,0.185617575
13,Financial Crime,Att COV,0.355722469
13,Financial Crime,Large COV,1.108661162
13,Financial Crime,Cat COV,1.222861158
13,Financial Crime,Large Loss Threshold,750000
13,Financial Crime,Decay Factor,0.9
13,Financial Crime,Target NLR,0.7
13,Financial Crime,NML,0.025
13,Financial Crime,LAE,0
13,Financial Crime,RoC,0.15
13,Financial Crime,Variable Expense,0
13,Financial Crime,Fixed Expense,0
13,Financial Crime,Climate Load,0
13,TMB MM,Gross Net Att ULR,0.596314792
13,TMB MM,Gross Net Cat ULR,0.024
13,TMB MM,Total ULR,0.620314792
13,TMB MM,BP GN Premium,115078489.6
13,TMB MM,BP NN Premium,115078489.6
13,TMB MM,Net Premium,95097977.35
13,TMB MM,Net Expense/ GN Premium,0.126394314
13,TMB MM,Investment Income /GN Premium,8.33E-02
13,TMB MM,RI Premium/GN Premium,0.173625083
13,TMB MM,RI Recoveries/ GN Premium,0.110264014
13,TMB MM,Capital Required / GN Premium,0.823528445
13,TMB MM,Att LR,0.057221744
13,TMB MM,Large LR,0.325399552
13,TMB MM,Cat LR,0.185617575
13,TMB MM,Att COV,0.355722469
13,TMB MM,Large COV,1.108661162
13,TMB MM,Cat COV,1.222861158
13,TMB MM,Large Loss Threshold,750000
13,TMB MM,Decay Factor,0.9
13,TMB MM,Target NLR,0.7
13,TMB MM,NML,0.025
13,TMB MM,LAE,0
13,TMB MM,RoC,0.15
13,TMB MM,Variable Expense,0
13,TMB MM,Fixed Expense,0
13,TMB MM,Climate Load,0
13,TMB MM InfoSec,Gross Net Att ULR,0.446679709
13,TMB MM InfoSec,Gross Net Cat ULR,0.229
13,TMB MM InfoSec,Total ULR,0.675679709
13,TMB MM InfoSec,BP GN Premium,220495502.1
13,TMB MM InfoSec,BP NN Premium,220495502.1
13,TMB MM InfoSec,Net Premium,182220673.9
13,TMB MM InfoSec,Net Expense/ GN Premium,0.103419532
13,TMB MM InfoSec,Investment Income /GN Premium,5.83E-02
13,TMB MM InfoSec,RI Premium/GN Premium,0.173585528
13,TMB MM InfoSec,RI Recoveries/ GN Premium,0.117409794
13,TMB MM InfoSec,Capital Required / GN Premium,0.869721326
13,TMB MM InfoSec,Att LR,0.146828263
13,TMB MM InfoSec,Large LR,0.228175491
13,TMB MM InfoSec,Cat LR,0.258828106
13,TMB MM InfoSec,Att COV,0.355722469
13,TMB MM InfoSec,Large COV,1.108661162
13,TMB MM InfoSec,Cat COV,1.222861158
13,TMB MM InfoSec,Large Loss Threshold,750000
13,TMB MM InfoSec,Decay Factor,0.9
13,TMB MM InfoSec,Target NLR,0.7
13,TMB MM InfoSec,NML,0.025
13,TMB MM InfoSec,LAE,0
13,TMB MM InfoSec,RoC,0.15
13,TMB MM InfoSec,Variable Expense,0
13,TMB MM InfoSec,Fixed Expense,0
13,TMB MM InfoSec,Climate Load,0
13,US Large Risk Cyber,Gross Net Att ULR,0.267202471
13,US Large Risk Cyber,Gross Net Cat ULR,0.229
13,US Large Risk Cyber,Total ULR,0.496202471
13,US Large Risk Cyber,BP GN Premium,31601182.12
13,US Large Risk Cyber,BP NN Premium,31601182.12
13,US Large Risk Cyber,Net Premium,18820276.92
13,US Large Risk Cyber,Net Expense/ GN Premium,9.75E-02
13,US Large Risk Cyber,Investment Income /GN Premium,3.99E-02
13,US Large Risk Cyber,RI Premium/GN Premium,0.404443895
13,US Large Risk Cyber,RI Recoveries/ GN Premium,0.210728933
13,US Large Risk Cyber,Capital Required / GN Premium,0.626765216
13,US Large Risk Cyber,Att LR,0.146828263
13,US Large Risk Cyber,Large LR,0
13,US Large Risk Cyber,Cat LR,0.258828106
13,US Large Risk Cyber,Att COV,0.355722469
13,US Large Risk Cyber,Large COV,1.108661162
13,US Large Risk Cyber,Cat COV,1.222861158
13,US Large Risk Cyber,Large Loss Threshold,750000
13,US Large Risk Cyber,Decay Factor,0.9
13,US Large Risk Cyber,Target NLR,0.7
13,US Large Risk Cyber,NML,0.025
13,US Large Risk Cyber,LAE,0
13,US Large Risk Cyber,RoC,0.15
13,US Large Risk Cyber,Variable Expense,0
13,US Large Risk Cyber,Fixed Expense,0
13,US Large Risk Cyber,Climate Load,0
13,US M&A,Gross Net Att ULR,0.671561696
13,US M&A,Gross Net Cat ULR,0.024
13,US M&A,Total ULR,0.695561696
13,US M&A,BP GN Premium,40327442.51
13,US M&A,BP NN Premium,40327442.51
13,US M&A,Net Premium,24839761.82
13,US M&A,Net Expense/ GN Premium,0.160427903
13,US M&A,Investment Income /GN Premium,0.052906534
13,US M&A,RI Premium/GN Premium,0.384048175
13,US M&A,RI Recoveries/ GN Premium,0.267065076
13,US M&A,Capital Required / GN Premium,0.946717955
13,US M&A,Att LR,0.149064677
13,US M&A,Large LR,0.333906138
13,US M&A,Cat LR,8.93E-02
13,US M&A,Att COV,0.355722469
13,US M&A,Large COV,1.108661162
13,US M&A,Cat COV,1.222861158
13,US M&A,Large Loss Threshold,750000
13,US M&A,Decay Factor,0.9
13,US M&A,Target NLR,0.7
13,US M&A,NML,0.025
13,US M&A,LAE,0
13,US M&A,RoC,0.15
13,US M&A,Variable Expense,0
13,US M&A,Fixed Expense,0
13,US M&A,Climate Load,0
13,D&O,Gross Net Att ULR,0.530635875
13,D&O,Gross Net Cat ULR,0.21276695
13,D&O,Total ULR,0.743402825
13,D&O,BP GN Premium,109941072.6
13,D&O,BP NN Premium,109941072.6
13,D&O,Net Premium,96219475.66
13,D&O,Net Expense/ GN Premium,0.171199336
13,D&O,Investment Income /GN Premium,0.11972846
13,D&O,RI Premium/GN Premium,0.12480865
13,D&O,RI Recoveries/ GN Premium,9.30E-02
13,D&O,Capital Required / GN Premium,1.345169104
13,D&O,Att LR,7.06E-02
13,D&O,Large LR,0.287591813
13,D&O,Cat LR,0.242562332
13,D&O,Att COV,0.355722469
13,D&O,Large COV,1.108661162
13,D&O,Cat COV,1.222861158
13,D&O,Large Loss Threshold,750000
13,D&O,Decay Factor,0.9
13,D&O,Target NLR,0.7
13,D&O,NML,0.025
13,D&O,LAE,0
13,D&O,RoC,0.15
13,D&O,Variable Expense,0
13,D&O,Fixed Expense,0
13,D&O,Climate Load,0
13,Intl M&A,Gross Net Att ULR,0.671561696
13,Intl M&A,Gross Net Cat ULR,0.024
13,Intl M&A,Total ULR,0.695561696
13,Intl M&A,BP GN Premium,58012187.58
13,Intl M&A,BP NN Premium,58012187.58
13,Intl M&A,Net Premium,42258453.23
13,Intl M&A,Net Expense/ GN Premium,0.179561526
13,Intl M&A,Investment Income /GN Premium,0.100087787
13,Intl M&A,RI Premium/GN Premium,0.271559047
13,Intl M&A,RI Recoveries/ GN Premium,0.188820871
13,Intl M&A,Capital Required / GN Premium,1.119613745
13,Intl M&A,Att LR,0.149064677
13,Intl M&A,Large LR,0.333906138
13,Intl M&A,Cat LR,8.93E-02
13,Intl M&A,Att COV,0.355722469
13,Intl M&A,Large COV,1.108661162
13,Intl M&A,Cat COV,1.222861158
13,Intl M&A,Large Loss Threshold,750000
13,Intl M&A,Decay Factor,0.9
13,Intl M&A,Target NLR,0.7
13,Intl M&A,NML,0.025
13,Intl M&A,LAE,0
13,Intl M&A,RoC,0.15
13,Intl M&A,Variable Expense,0
13,Intl M&A,Fixed Expense,0
13,Intl M&A,Climate Load,0
13,Safeguard,Gross Net Att ULR,0.639303012
13,Safeguard,Gross Net Cat ULR,7.01E-02
13,Safeguard,Total ULR,0.709403808
13,Safeguard,BP GN Premium,64152170.27
13,Safeguard,BP NN Premium,64152170.27
13,Safeguard,Net Premium,60723398.92
13,Safeguard,Net Expense/ GN Premium,0.170622465
13,Safeguard,Investment Income /GN Premium,0.130056317
13,Safeguard,RI Premium/GN Premium,5.34E-02
13,Safeguard,RI Recoveries/ GN Premium,3.89E-02
13,Safeguard,Capital Required / GN Premium,0.981574971
13,Safeguard,Att LR,0.278428509
13,Safeguard,Large LR,0.239250657
13,Safeguard,Cat LR,0.261377669
13,Safeguard,Att COV,0.355722469
13,Safeguard,Large COV,1.108661162
13,Safeguard,Cat COV,1.222861158
13,Safeguard,Large Loss Threshold,750000
13,Safeguard,Decay Factor,0.9
13,Safeguard,Target NLR,0.7
13,Safeguard,NML,0.025
13,Safeguard,LAE,0
13,Safeguard,RoC,0.15
13,Safeguard,Variable Expense,0
13,Safeguard,Fixed Expense,0
13,Safeguard,Climate Load,0
13,Large Risk International TMB E&O,Gross Net Att ULR,0.600829787
13,Large Risk International TMB E&O,Gross Net Cat ULR,0.024
13,Large Risk International TMB E&O,Total ULR,0.624829787
13,Large Risk International TMB E&O,BP GN Premium,48305841.77
13,Large Risk International TMB E&O,BP NN Premium,48305841.77
13,Large Risk International TMB E&O,Net Premium,36244424.09
13,Large Risk International TMB E&O,Net Expense/ GN Premium,0.121871456
13,Large Risk International TMB E&O,Investment Income /GN Premium,7.65E-02
13,Large Risk International TMB E&O,RI Premium/GN Premium,0.249688593
13,Large Risk International TMB E&O,RI Recoveries/ GN Premium,0.128468262
13,Large Risk International TMB E&O,Capital Required / GN Premium,0.747726938
13,Large Risk International TMB E&O,Att LR,0.057221744
13,Large Risk International TMB E&O,Large LR,0.325399552
13,Large Risk International TMB E&O,Cat LR,0.185617575
13,Large Risk International TMB E&O,Att COV,0.355722469
13,Large Risk International TMB E&O,Large COV,1.108661162
13,Large Risk International TMB E&O,Cat COV,1.222861158
13,Large Risk International TMB E&O,Large Loss Threshold,750000
13,Large Risk International TMB E&O,Decay Factor,0.9
13,Large Risk International TMB E&O,Target NLR,0.7
13,Large Risk International TMB E&O,NML,0.025
13,Large Risk International TMB E&O,LAE,0
13,Large Risk International TMB E&O,RoC,0.15
13,Large Risk International TMB E&O,Variable Expense,0
13,Large Risk International TMB E&O,Fixed Expense,0
13,Large Risk International TMB E&O,Climate Load,0
13,TMB Info Sec,Gross Net Att ULR,0.518507865
13,TMB Info Sec,Gross Net Cat ULR,0.229
13,TMB Info Sec,Total ULR,0.747507865
13,TMB Info Sec,BP GN Premium,173162311
13,TMB Info Sec,BP NN Premium,173162311
13,TMB Info Sec,Net Premium,137389192
13,TMB Info Sec,Net Expense/ GN Premium,9.51E-02
13,TMB Info Sec,Investment Income /GN Premium,5.65E-02
13,TMB Info Sec,RI Premium/GN Premium,0.206587212
13,TMB Info Sec,RI Recoveries/ GN Premium,0.151714037
13,TMB Info Sec,Capital Required / GN Premium,0.834990245
13,TMB Info Sec,Att LR,0.146828263
13,TMB Info Sec,Large LR,0.228175491
13,TMB Info Sec,Cat LR,0.258828106
13,TMB Info Sec,Att COV,0.355722469
13,TMB Info Sec,Large COV,1.108661162
13,TMB Info Sec,Cat COV,1.222861158
13,TMB Info Sec,Large Loss Threshold,750000
13,TMB Info Sec,Decay Factor,0.9
13,TMB Info Sec,Target NLR,0.7
13,TMB Info Sec,NML,0.025
13,TMB Info Sec,LAE,0
13,TMB Info Sec,RoC,0.15
13,TMB Info Sec,Variable Expense,0
13,TMB Info Sec,Fixed Expense,0
13,TMB Info Sec,Climate Load,0
13,TMB E&O,Gross Net Att ULR,0.52275641
13,TMB E&O,Gross Net Cat ULR,0.024
13,TMB E&O,Total ULR,0.54675641
13,TMB E&O,BP GN Premium,68176369.37
13,TMB E&O,BP NN Premium,68176369.37
13,TMB E&O,Net Premium,51624571.57
13,TMB E&O,Net Expense/ GN Premium,0.11935273
13,TMB E&O,Investment Income /GN Premium,7.72E-02
13,TMB E&O,RI Premium/GN Premium,0.242779103
13,TMB E&O,RI Recoveries/ GN Premium,0.134271041
13,TMB E&O,Capital Required / GN Premium,0.754612628
13,TMB E&O,Att LR,0.057221744
13,TMB E&O,Large LR,0.325399552
13,TMB E&O,Cat LR,0.185617575
13,TMB E&O,Att COV,0.355722469
13,TMB E&O,Large COV,1.108661162
13,TMB E&O,Cat COV,1.222861158
13,TMB E&O,Large Loss Threshold,750000
13,TMB E&O,Decay Factor,0.9
13,TMB E&O,Target NLR,0.7
13,TMB E&O,NML,0.025
13,TMB E&O,LAE,0
13,TMB E&O,RoC,0.15
13,TMB E&O,Variable Expense,0
13,TMB E&O,Fixed Expense,0
13,TMB E&O,Climate Load,0
13,Covers International,Gross Net Att ULR,0.438715974
13,Covers International,Gross Net Cat ULR,0.226307303
13,Covers International,Total ULR,0.665023277
