State,County,WS Rates
VA,Portsmouth City,0.0
VA,Radford City,7.537014933560229e-05
VA,Richmond City,0.00028465542808092567
VA,Roanoke City,8.221705481315319e-05
VA,Salem City,7.601429344019615e-05
VA,Staunton City,0.0
VA,Suffolk City,0.0
VA,Virginia Beach City,0.0
VA,Waynesboro City,0.0001221672500170285
VA,Williamsburg City,0.0
VA,Winchester City,7.345108058271079e-05
SC,Abbeville County,0.0003608121985200668
SC,Aiken County,0.0010565377246178056
SC,Allendale County,0.002118484245122643
SC,Anderson County,0.00033835410288435974
SC,Bamberg County,0.0022603608421317587
SC,Barnwell County,0.001667465886336274
SC,Beaufort County,0.005284602036978843
SC,Berkeley County,0.00458059130936124
SC,Calhoun County,0.002142479306503138
SC,Charleston County,0.006673401036281253
SC,Cherokee County,0.00032023393778939405
SC,Chester County,0.000601948422295341
SC,Chesterfield County,0.0012462636908889928
SC,Clarendon County,0.002994346686687392
SC,Colleton County,0.002710139189278022
SC,Darlington County,0.0022141000727464557
SC,Dillon County,0.0018914089351568452
SC,Dorchester County,0.003294406336801715
SC,Edgefield County,0.0007962568137699505
SC,Fairfield County,0.0008498511910988706
SC,Florence County,0.002027198674309106
SC,Georgetown County,0.0040707974145212196
SC,Greenville County,0.0002515069396832323
SC,Greenwood County,0.0004904139127792624
SC,Hampton County,0.0017723998384400806
SC,Horry County,0.0044537245541375085
SC,Jasper County,0.0024156945046861764
SC,Kershaw County,0.0013555844506410613
SC,Lancaster County,0.0006850770643924657
SC,Laurens County,0.00041462238769505246
SC,Lee County,0.002331336938355426
SC,Lexington County,0.0010906652551828297
SC,McCormick County,0.0005561094641652213
SC,Marion County,0.0022886693539302294
SC,Marlboro County,0.0017272387075869312
SC,Newberry County,0.000646925649750163
SC,Oconee County,0.00023206529862476732
SC,Orangeburg County,0.002353287765936171
SC,Pickens County,0.0002900319396963482
SC,Richland County,0.001198169873919455
SC,Saluda County,0.0008883246774784674
SC,Spartanburg County,0.0003073008621525907
SC,Sumter County,0.0021696478011396458
SC,Union County,0.0003878755537817415
SC,Williamsburg County,0.00258934574132213
SC,York County,0.0004161028881649715
NC,Alamance County,0.00046419694139234044
NC,Alexander County,0.00023493511374819681
NC,Alleghany County,0.00012184973469990814
NC,Anson County,0.0008277324750596553
NC,Ashe County,8.295491358265266e-05
NC,Avery County,6.94169383294016e-05
NC,Beaufort County,0.003653073309314743
NC,Bertie County,0.000925857904566553
NC,Bladen County,0.001882978109596493
NC,Brunswick County,0.003663333060933035
NC,Buncombe County,9.64169065694231e-05
NC,Burke County,0.00016654322792578063
NC,Cabarrus County,0.0004098767503049393
NC,Caldwell County,0.00013828051095416863
NC,Camden County,0.0023795564143071963
NC,Carteret County,0.00894233838428644
NC,Caswell County,0.0003263379862595235
NC,Catawba County,0.00025763263606407667
NC,Chatham County,0.0006179630743024399
NC,Cherokee County,9.683122813636331e-05
NC,Chowan County,0.0011081794208323901
NC,Clay County,8.541845020485441e-05
NC,Cleveland County,0.00025438095180221713
NC,Columbus County,0.0027613418236946035
NC,Craven County,0.0030342790413334297
NC,Cumberland County,0.0014078861579432426
NC,Currituck County,0.003726377336245281
NC,Dare County,0.010705665286710037
NC,Davidson County,0.0003494886444714657
NC,Davie County,0.0003299307691609311
NC,Duplin County,0.0019301489670600894
NC,Durham County,0.0005271234707822085
NC,Edgecombe County,0.001718708363500529
NC,Forsyth County,0.00027021293519367037
NC,Franklin County,0.000841149777992522
NC,Gaston County,0.0002871884808765454
NC,Gates County,0.0013655550084193226
NC,Graham County,8.608410774023901e-05
NC,Granville County,0.0005478472202466852
NC,Greene County,0.0022186668889560795
NC,Guilford County,0.00035923692325895873
NC,Halifax County,0.0009492697284743487
NC,Harnett County,0.0012012667812027191
NC,Haywood County,8.756772401315536e-05
NC,Henderson County,0.00011001421088111694
NC,Hertford County,0.0012079899493968333
NC,Hoke County,0.001273112338204471
NC,Hyde County,0.00623057643830892
NC,Iredell County,0.0002928551020626462
NC,Jackson County,0.0001022879420980807
NC,Johnston County,0.0013897881784962264
NC,Jones County,0.0023067092041152465
NC,Lee County,0.0008144890401426701
NC,Lenoir County,0.002594402439006706
NC,Lincoln County,0.0002518218749986331
NC,McDowell County,0.0001085795116686552
NC,Macon County,9.731662143786361e-05
NC,Madison County,8.384129759759769e-05
NC,Martin County,0.0012846028563277961
NC,Mecklenburg County,0.0004023598228676668
NC,Mitchell County,7.464695058245904e-05
NC,Montgomery County,0.0006161346455464168
NC,Moore County,0.0008374047978749165
NC,Nash County,0.0013390639572692115
NC,New Hanover County,0.004645390256553893
NC,Northampton County,0.0009173614324307623
NC,Onslow County,0.0028288004512189626
NC,Orange County,0.00047840490479077457
NC,Pamlico County,0.0053328128087567735
NC,Pasquotank County,0.00158150925689912
NC,Pender County,0.0031027585126363532
NC,Perquimans County,0.0013803312971490318
NC,Person County,0.0004192841641194212
NC,Pitt County,0.0022502880926770223
NC,Polk County,0.00016238369758941255
NC,Randolph County,0.00045070221099373196
NC,Richmond County,0.0009619214442488813
NC,Robeson County,0.0020893948273199687
NC,Rockingham County,0.00028551529276540076
NC,Rowan County,0.0003718034262475123
NC,Rutherford County,0.00021846791364315963
NC,Sampson County,0.001579956941477807
NC,Scotland County,0.0016001067185288011
NC,Stanly County,0.0005238331583774802
NC,Stokes County,0.0002208676580895974
NC,Surry County,0.00016919028401308654
NC,Swain County,8.458223865202431e-05
NC,Transylvania County,0.00016138860080993294
NC,Tyrrell County,0.0024967521819825606
NC,Union County,0.000505522591372721
NC,Vance County,0.0006125588377126968
NC,Wake County,0.0007770024164481216
NC,Warren County,0.0005707939193966135
NC,Washington County,0.0020979822634334695
NC,Watauga County,7.927139354452557e-05
NC,Wayne County,0.0021186089073255603
NC,Wilkes County,0.00013747337759775047
NC,Wilson County,0.001596915093190369
NC,Yadkin County,0.00021871553682021336
NC,Yancey County,7.108810748144629e-05
CO,Adams County,0.0
CO,Alamosa County,0.0
CO,Arapahoe County,0.0
CO,Archuleta County,0.0
CO,Baca County,0.0
CO,Bent County,0.0
CO,Boulder County,0.0
CO,Broomfield County,0.0
CO,"Broomfield, City and County of",0.0
CO,Chaffee County,0.0
CO,Cheyenne County,0.0
CO,Clear Creek County,0.0
CO,Conejos County,0.0
CO,Costilla County,0.0
CO,Crowley County,0.0
CO,Custer County,0.0
CO,Delta County,0.0
CO,Denver County,0.0
CO,"Denver, City and County of",0.0
CO,Dolores County,0.0
CO,Douglas County,0.0
CO,Eagle County,0.0
CO,Elbert County,0.0
CO,El Paso County,0.0
CO,Fremont County,0.0
CO,Garfield County,0.0
CO,Gilpin County,0.0
CO,Grand County,0.0
CO,Gunnison County,0.0
CO,Hinsdale County,0.0
CO,Huerfano County,0.0
CO,Jackson County,0.0
CO,Jefferson County,0.0
CO,Kiowa County,0.0
CO,Kit Carson County,0.0
CO,Lake County,0.0
CO,La Plata County,0.0
CO,Larimer County,0.0
CO,Las Animas County,0.0
CO,Lincoln County,0.0
CO,Logan County,0.0
CO,Mesa County,0.0
CO,Mineral County,0.0
CO,Moffat County,0.0
CO,Montezuma County,0.0
CO,Montrose County,0.0
CO,Morgan County,0.0
CO,Otero County,0.0
CO,Ouray County,0.0
CO,Park County,0.0
CO,Phillips County,0.0
CO,Pitkin County,0.0
CO,Prowers County,0.0
CO,Pueblo County,0.0
CO,Rio Blanco County,0.0
CO,Rio Grande County,0.0
CO,Routt County,0.0
CO,Saguache County,0.0
CO,San Juan County,0.0
CO,San Miguel County,0.0
CO,Sedgwick County,0.0
CO,Summit County,0.0
CO,Teller County,0.0
CO,Washington County,0.0
CO,Weld County,0.0
CO,Yuma County,0.0
KS,Allen County,0.0
KS,Anderson County,0.0
KS,Atchison County,0.0
KS,Barber County,0.0
KS,Barton County,0.0
KS,Bourbon County,0.0
KS,Brown County,0.0
KS,Butler County,0.0
KS,Chase County,0.0
KS,Chautauqua County,0.0
KS,Cherokee County,0.0
KS,Cheyenne County,0.0
KS,Clark County,0.0
KS,Clay County,0.0
KS,Cloud County,0.0
KS,Coffey County,0.0
KS,Comanche County,0.0
KS,Cowley County,0.0
KS,Crawford County,0.0
KS,Decatur County,0.0
KS,Dickinson County,0.0
KS,Doniphan County,0.0
KS,Douglas County,0.0
KS,Edwards County,0.0
KS,Elk County,0.0
KS,Ellis County,0.0
KS,Ellsworth County,0.0
KS,Finney County,0.0
KS,Ford County,0.0
KS,Franklin County,0.0
KS,Geary County,0.0
KS,Gove County,0.0
KS,Graham County,0.0
KS,Grant County,0.0
KS,Gray County,0.0
KS,Greeley County,0.0
KS,Greenwood County,0.0
KS,Hamilton County,0.0
KS,Harper County,0.0
KS,Harvey County,0.0
KS,Haskell County,0.0
KS,Hodgeman County,0.0
KS,Jackson County,0.0
KS,Jefferson County,0.0
KS,Jewell County,0.0
KS,Johnson County,0.0
KS,Kearny County,0.0
KS,Kingman County,0.0
KS,Kiowa County,0.0
KS,Labette County,0.0
KS,Lane County,0.0
KS,Leavenworth County,0.0
KS,Lincoln County,0.0
KS,Linn County,0.0
KS,Logan County,0.0
KS,Lyon County,0.0
KS,McPherson County,0.0
KS,Marion County,0.0
KS,Marshall County,0.0
KS,Meade County,0.0
KS,Miami County,0.0
KS,Mitchell County,0.0
KS,Montgomery County,0.0
KS,Morris County,0.0
KS,Morton County,0.0
KS,Nemaha County,0.0
KS,Neosho County,0.0
KS,Ness County,0.0
KS,Norton County,0.0
KS,Osage County,0.0
KS,Osborne County,0.0
KS,Ottawa County,0.0
KS,Pawnee County,0.0
KS,Phillips County,0.0
KS,Pottawatomie County,0.0
KS,Pratt County,0.0
KS,Rawlins County,0.0
KS,Reno County,0.0
KS,Republic County,0.0
KS,Rice County,0.0
KS,Riley County,0.0
KS,Rooks County,0.0
KS,Rush County,0.0
KS,Russell County,0.0
KS,Saline County,0.0
KS,Scott County,0.0
KS,Sedgwick County,0.0
KS,Seward County,0.0
KS,Shawnee County,0.0
KS,Sheridan County,0.0
KS,Sherman County,0.0
KS,Smith County,0.0
KS,Stafford County,0.0
KS,Stanton County,0.0
KS,Stevens County,0.0
KS,Sumner County,0.0
KS,Thomas County,0.0
KS,Trego County,0.0
KS,Wabaunsee County,0.0
KS,Wallace County,0.0
KS,Washington County,0.0
KS,Wichita County,0.0
KS,Wilson County,0.0
KS,Woodson County,0.0
KS,Wyandotte County,0.0
MO,Adair County,0.0
MO,Andrew County,0.0
MO,Atchison County,0.0
MO,Audrain County,0.0
MO,Barry County,0.0
MO,Barton County,0.0
MO,Bates County,0.0
MO,Benton County,0.0
MO,Bollinger County,0.0
MO,Boone County,0.0
MO,Buchanan County,0.0
MO,Butler County,0.0
MO,Caldwell County,0.0
MO,Callaway County,0.0
MO,Camden County,0.0
MO,Cape Girardeau County,0.0
MO,Carroll County,0.0
MO,Carter County,0.0
MO,Cass County,0.0
MO,Cedar County,0.0
MO,Chariton County,0.0
MO,Christian County,0.0
